Time_Index,E_z1,E_z2,E_z3,H2_z1,H2_z2,H2_z3
2127,9255,2643,1262,820.316196,4826.45538,1817.622558
2128,9082,2594,1238,870.755373,5123.955915,1929.676059
2129,9013,2574,1229,846.592893,4980.793221,1875.61251
2130,9007,2572,1228,795.851685,4683.292686,1763.559009
2131,9062,2588,1236,655.40727,3856.93587,1452.467079
2132,9564,2731,1304,481.437414,2832.144687,1066.471461
2133,9562,2730,1303,348.241743,2049.582366,771.991236
2134,9127,2607,1244,262.162908,1542.774348,581.107644
2135,8436,2409,1150,155.545965,914.549868,344.31534
2136,7681,2193,1047,87.891021,517.983165,195.112026
2137,7087,2024,966,86.380866,508.922235,191.789685
2138,6762,1931,922,61.010262,359.114859,135.309888
2139,6596,1883,899,59.198076,347.637681,131.081454
2140,6546,1869,892,82.756494,487.780065,183.634848
2141,6599,1885,899,153.733779,904.582845,340.690968
2142,6846,1955,934,252.497916,1485.388458,559.361412
2143,7298,2084,994,383.277339,2255.265477,849.311172
2144,7929,2264,1081,520.701444,3062.896371,1153.456389
2145,8648,2469,1179,659.937735,3883.212567,1462.434102
2146,9085,2594,1238,730.91502,4300.317378,1619.490222
2147,9334,2665,1272,754.473438,4440.157731,1672.043616
2148,9377,2678,1278,789.207003,4643.122563,1748.457459
2149,9296,2655,1267,838.438056,4933.978416,1858.094712
2150,9083,2594,1238,875.285838,5149.62855,1939.341051
2151,8884,2537,1212,918.17424,5402.730528,2034.480816
2152,8759,2502,1194,942.034689,5542.570881,2087.336241
2153,8773,2505,1196,895.219884,5266.816578,1983.437577
2154,8886,2538,1212,809.745111,4763.934963,1794.06414
2155,8981,2564,1224,672.925068,3958.720317,1490.825016
2156,9364,2675,1277,523.117692,3077.997921,1159.194978
2157,9322,2662,1271,399.284982,2348.593056,884.346768
2158,8950,2556,1220,311.695992,1833.32817,690.442866
2159,8389,2396,1144,217.46232,1280.007378,482.041476
2160,7741,2211,1055,140.746446,827.866971,311.695992
2161,7224,2063,984,86.984928,512.244576,192.997809
2162,6903,1971,941,112.053501,659.031642,248.269482
2163,6749,1928,920,41.076216,241.322769,90.911331
2164,6689,1910,912,64.030572,376.934688,141.95457
2165,6718,1918,916,119.604276,704.034261,265.183218
2166,6906,1973,941,196.32015,1155.268575,434.92464
2167,7185,2052,979,299.916783,1764.465102,664.4682
2168,7596,2169,1035,424.655586,2497.79637,940.826565
2169,8115,2318,1106,554.830947,3264.95511,1229.568201
2170,8450,2414,1152,714.001284,4201.553241,1582.340409
2171,8577,2449,1169,815.785731,4799.574621,1807.353504
2172,8599,2455,1172,836.62587,4923.709362,1854.168309
2173,8594,2454,1171,833.001498,4901.057037,1845.711441
2174,8540,2439,1164,807.932925,4754.269971,1790.439768
2175,8484,2423,1156,790.717158,4652.787555,1752.081831
2176,8534,2437,1163,756.285624,4449.822723,1675.667988
2177,8782,2508,1197,719.739873,4235.380713,1595.025711
2178,9153,2614,1248,645.138216,3795.321546,1429.210692
2179,9422,2691,1284,554.830947,3264.95511,1229.568201
2180,9736,2780,1328,443.683539,2610.755964,983.110905
2181,9489,2710,1293,353.678301,2080.389528,783.468414
2182,8872,2534,1210,274.84821,1617.980067,609.196527
2183,8082,2308,1101,198.132336,1166.443722,439.455105
2184,7355,2100,1003,135.007857,794.34153,299.01069
2185,6876,1963,937,48.929022,287.231481,108.127098
2186,6614,1889,902,36.847782,216.556227,81.54837
2187,6517,1861,888,52.855425,310.789899,117.188028
2188,6532,1865,890,120.8124,711.283005,267.901497
2189,6766,1933,922,248.873544,1464.85035,551.810637
2190,7523,2148,1025,405.023571,2383.628652,897.636132
2191,8816,2518,1202,507.110049,2984.06628,1123.857351
2192,9589,2739,1308,581.107644,3419.897013,1287.860184
2193,9819,2805,1338,611.310744,3596.585148,1354.307004
2194,9916,2832,1352,647.252433,3808.61091,1434.345219
2195,9965,2846,1358,767.460771,4515.061419,1700.43453
2196,9892,2825,1348,817.295886,4809.541644,1811.279907
2197,9751,2785,1329,841.458366,4950.892152,1864.437363
2198,9647,2755,1315,825.450723,4856.65848,1828.797705
2199,9471,2704,1291,817.295886,4809.541644,1811.279907
2200,9332,2665,1272,783.468414,4609.295091,1735.772157
2201,9325,2663,1272,743.298291,4373.710911,1646.975043
2202,9458,2701,1289,657.219456,3867.204924,1456.393482
2203,9557,2730,1302,547.280172,3219.65046,1212.352434
2204,10085,2880,1375,417.104811,2454.303906,924.21486
2205,10129,2893,1381,317.13255,1865.343456,702.524106
2206,9521,2719,1298,221.086692,1300.243455,489.592251
2207,8599,2455,1172,136.820043,805.516677,303.239124
2208,7736,2209,1055,80.944308,475.698825,179.104383
2209,7203,2057,982,75.205719,443.079477,167.023143
2210,6932,1979,945,54.36558,320.15286,120.510369
2211,6819,1948,929,50.137146,295.386318,111.147408
2212,6832,1951,931,74.299626,437.038857,164.606895
2213,7077,2021,964,133.799733,787.998879,296.594442
2214,7830,2236,1067,219.576537,1292.69268,486.873972
2215,9084,2594,1238,331.630038,1951.422291,734.841423
2216,9768,2790,1332,453.0465,2665.423575,1003.649013
2217,9830,2807,1340,572.348745,3367.041588,1267.926138
2218,9815,2803,1338,634.869162,3736.425501,1407.162429
2219,9799,2798,1336,654.803208,3853.311498,1451.258955
2220,9714,2774,1324,683.194122,4019.428548,1513.779372
2221,9585,2737,1307,726.988617,4277.967084,1611.033354
2222,9479,2707,1292,759.607965,4468.850676,1682.916732
2223,9337,2666,1273,794.945592,4678.158159,1761.746823
2224,9240,2639,1260,814.879638,4795.044156,1805.843349
2225,9233,2637,1259,775.313577,4561.272162,1717.650297
2226,9323,2662,1271,701.920044,4130.273925,1555.45965
2227,9414,2689,1283,582.617799,3428.655912,1291.182525
2228,9937,2838,1355,450.932283,2653.040304,999.118548
2229,9994,2855,1363,344.31534,2025.117855,762.628275
2230,9333,2665,1272,266.693373,1569.655107,591.074667
2231,8389,2396,1144,187.25922,1101.809088,414.990594
2232,7527,2149,1026,119.302245,701.618013,264.277125
2233,6960,1988,949,51.043239,299.614752,112.959594
2234,6679,1908,910,37.451844,219.878568,82.756494
2235,6534,1866,891,52.553394,309.581775,116.583966
2236,6513,1860,888,122.322555,719.437842,270.921807
2237,6704,1914,913,263.069001,1548.512937,583.221861
2238,7411,2117,1010,422.8434,2487.829347,936.900162
2239,8627,2464,1176,523.117692,3077.091828,1158.892947
2240,9314,2660,1270,599.531535,3526.815987,1328.030307
2241,9432,2694,1286,631.546821,3716.793486,1399.611654
2242,9460,2702,1290,604.364031,3556.717056,1339.507485
2243,9522,2720,1298,601.04169,3536.78301,1331.95671
2244,9523,2720,1298,623.089953,3666.65634,1380.885732
2245,9440,2696,1287,662.353983,3896.501931,1467.266598
2246,9418,2690,1284,687.724587,4046.309307,1523.746395
2247,9338,2667,1273,743.600322,4376.127159,1647.881136
2248,9238,2639,1259,789.509034,4645.840842,1749.665583
2249,9239,2639,1260,767.460771,4515.967512,1700.736561
2250,9325,2663,1272,721.552059,4246.253829,1598.952114
2251,9410,2687,1282,594.397008,3496.914918,1316.85516
2252,9863,2817,1345,436.434795,2567.565531,967.103262
2253,9842,2810,1342,315.924426,1858.396743,699.805827
2254,9200,2627,1254,237.698397,1398.705561,526.742064
2255,8287,2366,1130,141.048477,829.377126,312.300054
2256,7424,2120,1012,79.736184,469.658205,176.688135
2257,6905,1972,941,53.157456,312.904116,117.79209
2258,6630,1893,903,38.961999,229.54356,86.380866
2259,6508,1858,887,54.969642,323.475201,121.718493
2260,6509,1858,887,127.759113,751.151097,282.701016
2261,6735,1923,919,274.84821,1617.073974,608.894496
2262,7448,2127,1015,441.569322,2597.4666,978.278409
2263,8697,2484,1186,546.072048,3213.005778,1209.936186
2264,9414,2689,1283,625.808232,3682.361952,1386.624321
2265,9560,2730,1303,659.635704,3880.494288,1461.528009
2266,9634,2751,1313,631.24479,3713.773176,1398.40353
2267,9685,2766,1320,627.620418,3692.933037,1390.550724
2268,9653,2757,1316,650.574774,3828.544956,1441.895994
2269,9554,2729,1302,691.348959,4068.35757,1532.203263
2270,9489,2710,1293,717.927687,4224.809628,1591.099308
2271,9323,2663,1271,776.521701,4569.124968,1720.670607
2272,9189,2625,1252,824.54463,4850.919891,1826.683488
2273,9160,2616,1249,801.288243,4715.307972,1775.640249
2274,9222,2634,1257,753.567345,4433.513049,1669.627368
2275,9281,2650,1265,620.371674,3651.252759,1374.845112
2276,9725,2777,1326,455.764779,2680.827156,1009.689633
2277,9827,2806,1340,329.817852,1940.247144,730.612989
2278,9316,2660,1270,248.269482,1460.319885,549.998451
2279,8468,2419,1155,147.089097,865.922877,326.19348
2280,7652,2185,1043,83.360556,490.196313,184.540941
2281,7106,2029,969,56.177766,330.723945,124.436772
2282,6821,1948,929,41.076216,242.530893,91.213362
2283,6690,1911,912,57.989952,341.597061,128.665206
2284,6683,1908,911,134.705826,793.435437,298.708659
2285,6860,1959,935,290.251791,1707.985305,643.32603
2286,7437,2124,1014,466.335864,2743.951635,1033.248051
2287,8328,2379,1136,576.87921,3393.922347,1278.195192
2288,9012,2574,1229,661.145859,3889.857249,1464.85035
2289,9323,2663,1271,696.785517,4099.164732,1543.680441
2290,9474,2705,1292,666.582417,3923.080659,1477.233621
2291,9513,2717,1297,662.958045,3901.032396,1469.078784
2292,9423,2691,1285,687.422556,4044.19509,1522.840302
2293,9274,2649,1264,730.310958,4297.599099,1618.282098
2294,9140,2610,1246,758.399841,4462.810056,1680.802515
2295,8946,2555,1220,820.316196,4826.45538,1817.622558
2296,8784,2509,1197,870.755373,5123.955915,1929.676059
2297,8758,2501,1194,846.592893,4980.793221,1875.61251
2298,8814,2517,1202,795.851685,4683.292686,1763.559009
2299,8848,2527,1206,655.40727,3856.93587,1452.467079
2300,9241,2639,1260,481.437414,2832.144687,1066.471461
2301,9343,2668,1273,348.241743,2049.582366,771.991236
2302,8918,2547,1216,262.162908,1542.774348,581.107644
2303,8249,2356,1125,155.545965,914.549868,344.31534
2304,7548,2155,1029,87.891021,517.983165,195.112026
2305,7024,2006,958,86.380866,508.922235,191.789685
2306,6720,1919,916,61.010262,359.114859,135.309888
2307,6566,1875,895,59.198076,347.637681,131.081454
2308,6515,1860,888,82.756494,487.780065,183.634848
2309,6596,1884,899,153.733779,904.582845,340.690968
2310,6865,1960,936,252.497916,1485.388458,559.361412
2311,7252,2071,989,383.277339,2255.265477,849.311172
2312,7851,2243,1070,520.701444,3062.896371,1153.456389
2313,8444,2411,1151,659.937735,3883.212567,1462.434102
2314,8754,2500,1193,730.91502,4300.317378,1619.490222
2315,8824,2520,1203,754.473438,4440.157731,1672.043616
2316,8769,2504,1196,789.207003,4643.122563,1748.457459
2317,8634,2466,1177,838.438056,4933.978416,1858.094712
2318,8461,2416,1153,875.285838,5149.62855,1939.341051
2319,8302,2371,1131,918.17424,5402.730528,2034.480816
2320,8272,2363,1128,942.034689,5542.570881,2087.336241
2321,8425,2406,1149,895.219884,5266.816578,1983.437577
2322,8648,2469,1179,809.745111,4763.934963,1794.06414
2323,8817,2518,1202,672.925068,3958.720317,1490.825016
2324,9170,2619,1250,523.117692,3077.997921,1159.194978
2325,9161,2616,1249,399.284982,2348.593056,884.346768
2326,8740,2496,1191,311.695992,1833.32817,690.442866
2327,8107,2315,1106,217.46232,1280.007378,482.041476
2328,7414,2117,1010,140.746446,827.866971,311.695992
2329,6845,1955,933,86.984928,512.244576,192.997809
2330,6515,1861,888,112.053501,659.031642,248.269482
2331,6319,1804,861,41.076216,241.322769,90.911331
2332,6247,1784,852,64.030572,376.934688,141.95457
2333,6279,1793,856,119.604276,704.034261,265.183218
2334,6458,1844,880,196.32015,1155.268575,434.92464
2335,6766,1933,922,299.916783,1764.465102,664.4682
2336,7333,2094,999,424.655586,2497.79637,940.826565
2337,7978,2279,1088,554.830947,3264.95511,1229.568201
2338,8380,2394,1142,714.001284,4201.553241,1582.340409
2339,8520,2433,1161,815.785731,4799.574621,1807.353504
2340,8601,2456,1172,836.62587,4923.709362,1854.168309
2341,8527,2435,1162,833.001498,4901.057037,1845.711441
2342,8221,2348,1120,807.932925,4754.269971,1790.439768
2343,7912,2259,1079,790.717158,4652.787555,1752.081831
2344,7740,2210,1055,756.285624,4449.822723,1675.667988
2345,7701,2199,1050,719.739873,4235.380713,1595.025711
2346,7789,2224,1062,645.138216,3795.321546,1429.210692
2347,8001,2285,1090,554.830947,3264.95511,1229.568201
2348,8614,2460,1174,443.683539,2610.755964,983.110905
2349,8920,2548,1216,353.678301,2080.389528,783.468414
2350,8439,2409,1151,274.84821,1617.980067,609.196527
2351,7707,2201,1050,198.132336,1166.443722,439.455105
2352,7031,2008,959,135.007857,794.34153,299.01069
2353,6579,1879,897,48.929022,287.231481,108.127098
2354,6359,1816,867,36.847782,216.556227,81.54837
2355,6277,1793,856,52.855425,310.789899,117.188028
2356,6282,1794,856,120.8124,711.283005,267.901497
2357,6511,1859,888,248.873544,1464.85035,551.810637
2358,7238,2067,987,405.023571,2383.628652,897.636132
2359,8426,2406,1149,507.110049,2984.06628,1123.857351
2360,9225,2635,1257,581.107644,3419.897013,1287.860184
2361,9508,2715,1297,611.310744,3596.585148,1354.307004
2362,9628,2749,1312,647.252433,3808.61091,1434.345219
2363,9735,2780,1328,767.460771,4515.061419,1700.43453
2364,9736,2780,1328,817.295886,4809.541644,1811.279907
2365,9657,2758,1317,841.458366,4950.892152,1864.437363
2366,9585,2737,1307,825.450723,4856.65848,1828.797705
2367,9429,2693,1286,817.295886,4809.541644,1811.279907
2368,9322,2662,1271,783.468414,4609.295091,1735.772157
2369,9323,2663,1271,743.298291,4373.710911,1646.975043
2370,9432,2694,1286,657.219456,3867.204924,1456.393482
2371,9526,2720,1298,547.280172,3219.65046,1212.352434
2372,9928,2835,1353,417.104811,2454.303906,924.21486
2373,9944,2840,1356,317.13255,1865.343456,702.524106
2374,9255,2643,1262,221.086692,1300.243455,489.592251
2375,8312,2374,1133,136.820043,805.516677,303.239124
2376,7435,2124,1014,80.944308,475.698825,179.104383
2377,6909,1973,942,75.205719,443.079477,167.023143
2378,6643,1898,906,54.36558,320.15286,120.510369
2379,6523,1863,889,50.137146,295.386318,111.147408
2380,6513,1860,888,74.299626,437.038857,164.606895
2381,6737,1924,919,133.799733,787.998879,296.594442
2382,7437,2124,1014,219.576537,1292.69268,486.873972
2383,8592,2454,1171,331.630038,1951.422291,734.841423
2384,9316,2660,1270,453.0465,2665.423575,1003.649013
2385,9460,2702,1290,572.348745,3367.041588,1267.926138
2386,9521,2719,1298,634.869162,3736.425501,1407.162429
2387,9583,2737,1307,654.803208,3853.311498,1451.258955
2388,9561,2730,1303,683.194122,4019.428548,1513.779372
2389,9503,2714,1296,726.988617,4277.967084,1611.033354
2390,9480,2707,1292,759.607965,4468.850676,1682.916732
2391,9352,2670,1275,794.945592,4678.158159,1761.746823
2392,9242,2639,1260,814.879638,4795.044156,1805.843349
2393,9257,2644,1262,775.313577,4561.272162,1717.650297
2394,9331,2665,1272,701.920044,4130.273925,1555.45965
2395,9395,2683,1281,582.617799,3428.655912,1291.182525
2396,9811,2802,1338,450.932283,2653.040304,999.118548
2397,9848,2813,1343,344.31534,2025.117855,762.628275
2398,9175,2620,1251,266.693373,1569.655107,591.074667
2399,8230,2350,1122,187.25922,1101.809088,414.990594
2400,7377,2107,1005,119.302245,701.618013,264.277125
2401,6850,1957,934,51.043239,299.614752,112.959594
2402,6579,1878,897,37.451844,219.878568,82.756494
2403,6458,1844,880,52.553394,309.581775,116.583966
2404,6458,1844,880,122.322555,719.437842,270.921807
2405,6673,1906,909,263.069001,1548.512937,583.221861
2406,7373,2105,1005,422.8434,2487.829347,936.900162
2407,8541,2439,1165,523.117692,3077.091828,1158.892947
2408,9323,2663,1271,599.531535,3526.815987,1328.030307
2409,9519,2719,1298,631.546821,3716.793486,1399.611654
2410,9553,2728,1302,604.364031,3556.717056,1339.507485
2411,9598,2741,1308,601.04169,3536.78301,1331.95671
2412,9572,2734,1305,623.089953,3666.65634,1380.885732
2413,9477,2706,1292,662.353983,3896.501931,1467.266598
2414,9433,2694,1286,687.724587,4046.309307,1523.746395
2415,9322,2662,1271,743.600322,4376.127159,1647.881136
2416,9225,2635,1257,789.509034,4645.840842,1749.665583
2417,9248,2641,1261,767.460771,4515.967512,1700.736561
2418,9347,2670,1274,721.552059,4246.253829,1598.952114
2419,9442,2696,1288,594.397008,3496.914918,1316.85516
2420,9864,2817,1345,436.434795,2567.565531,967.103262
2421,9863,2817,1345,315.924426,1858.396743,699.805827
2422,9208,2629,1256,237.698397,1398.705561,526.742064
2423,8287,2367,1130,141.048477,829.377126,312.300054
2424,7446,2126,1015,79.736184,469.658205,176.688135
2425,6898,1970,940,53.157456,312.904116,117.79209
2426,6610,1888,901,38.961999,229.54356,86.380866
2427,6479,1850,883,54.969642,323.475201,121.718493
2428,6475,1849,883,127.759113,751.151097,282.701016
2429,6676,1907,910,274.84821,1617.073974,608.894496
2430,7384,2109,1006,441.569322,2597.4666,978.278409
2431,8535,2438,1163,546.072048,3213.005778,1209.936186
2432,9278,2649,1265,625.808232,3682.361952,1386.624321
2433,9466,2704,1291,659.635704,3880.494288,1461.528009
2434,9522,2720,1298,631.24479,3713.773176,1398.40353
2435,9555,2729,1302,627.620418,3692.933037,1390.550724
2436,9563,2731,1303,650.574774,3828.544956,1441.895994
2437,9526,2720,1298,691.348959,4068.35757,1532.203263
2438,9515,2717,1298,717.927687,4224.809628,1591.099308
2439,9401,2684,1282,776.521701,4569.124968,1720.670607
2440,9313,2659,1270,824.54463,4850.919891,1826.683488
2441,9341,2668,1273,801.288243,4715.307972,1775.640249
2442,9451,2699,1288,753.567345,4433.513049,1669.627368
2443,9480,2707,1292,620.371674,3651.252759,1374.845112
2444,9823,2805,1339,455.764779,2680.827156,1009.689633
2445,9873,2820,1346,329.817852,1940.247144,730.612989
2446,9273,2648,1264,248.269482,1460.319885,549.998451
2447,8381,2394,1142,147.089097,865.922877,326.19348
2448,7528,2149,1026,83.360556,490.196313,184.540941
2449,6991,1997,953,56.177766,330.723945,124.436772
2450,6724,1920,917,41.076216,242.530893,91.213362
2451,6596,1883,899,57.989952,341.597061,128.665206
2452,6596,1884,899,134.705826,793.435437,298.708659
2453,6801,1943,927,290.251791,1707.985305,643.32603
2454,7481,2136,1020,466.335864,2743.951635,1033.248051
2455,8587,2452,1171,576.87921,3393.922347,1278.195192
2456,9306,2658,1268,661.145859,3889.857249,1464.85035
2457,9447,2698,1288,696.785517,4099.164732,1543.680441
2458,9497,2712,1295,666.582417,3923.080659,1477.233621
2459,9541,2725,1301,662.958045,3901.032396,1469.078784
2460,9480,2707,1292,687.422556,4044.19509,1522.840302
2461,9372,2676,1277,730.310958,4297.599099,1618.282098
2462,9309,2659,1269,758.399841,4462.810056,1680.802515
2463,9166,2618,1250,820.316196,4826.45538,1817.622558
2464,9001,2571,1227,870.755373,5123.955915,1929.676059
2465,8930,2550,1217,846.592893,4980.793221,1875.61251
2466,8879,2536,1211,795.851685,4683.292686,1763.559009
2467,8805,2514,1201,655.40727,3856.93587,1452.467079
2468,9104,2600,1242,481.437414,2832.144687,1066.471461
2469,9280,2650,1265,348.241743,2049.582366,771.991236
2470,8797,2513,1199,262.162908,1542.774348,581.107644
2471,8077,2307,1101,155.545965,914.549868,344.31534
2472,7300,2085,995,87.891021,517.983165,195.112026
2473,6755,1929,921,86.380866,508.922235,191.789685
2474,6437,1838,878,61.010262,359.114859,135.309888
2475,6256,1787,853,59.198076,347.637681,131.081454
2476,6218,1776,848,82.756494,487.780065,183.634848
2477,6288,1796,857,153.733779,904.582845,340.690968
2478,6558,1873,894,252.497916,1485.388458,559.361412
2479,6904,1972,941,383.277339,2255.265477,849.311172
2480,7527,2149,1026,520.701444,3062.896371,1153.456389
2481,8079,2307,1101,659.937735,3883.212567,1462.434102
2482,8418,2404,1147,730.91502,4300.317378,1619.490222
2483,8551,2442,1166,754.473438,4440.157731,1672.043616
2484,8516,2432,1161,789.207003,4643.122563,1748.457459
2485,8391,2396,1144,838.438056,4933.978416,1858.094712
2486,8236,2352,1123,875.285838,5149.62855,1939.341051
2487,8100,2314,1105,918.17424,5402.730528,2034.480816
2488,8053,2300,1098,942.034689,5542.570881,2087.336241
2489,8086,2309,1102,895.219884,5266.816578,1983.437577
2490,8187,2338,1116,809.745111,4763.934963,1794.06414
2491,8236,2352,1123,672.925068,3958.720317,1490.825016
2492,8553,2443,1166,523.117692,3077.997921,1159.194978
2493,8701,2484,1186,399.284982,2348.593056,884.346768
2494,8272,2363,1128,311.695992,1833.32817,690.442866
2495,7634,2180,1040,217.46232,1280.007378,482.041476
2496,6991,1997,953,140.746446,827.866971,311.695992
2497,6480,1850,883,86.984928,512.244576,192.997809
2498,6158,1758,839,112.053501,659.031642,248.269482
2499,5969,1705,813,41.076216,241.322769,90.911331
2500,5896,1683,803,64.030572,376.934688,141.95457
2501,5909,1688,805,119.604276,704.034261,265.183218
2502,6047,1727,824,196.32015,1155.268575,434.92464
2503,6242,1783,851,299.916783,1764.465102,664.4682
2504,6709,1916,914,424.655586,2497.79637,940.826565
2505,7350,2099,1002,554.830947,3264.95511,1229.568201
2506,7840,2239,1069,714.001284,4201.553241,1582.340409
2507,8098,2313,1104,815.785731,4799.574621,1807.353504
2508,8243,2354,1124,836.62587,4923.709362,1854.168309
2509,8274,2363,1128,833.001498,4901.057037,1845.711441
2510,8213,2345,1120,807.932925,4754.269971,1790.439768
2511,8162,2331,1113,790.717158,4652.787555,1752.081831
2512,8179,2336,1115,756.285624,4449.822723,1675.667988
2513,8311,2374,1133,719.739873,4235.380713,1595.025711
2514,8505,2429,1160,645.138216,3795.321546,1429.210692
2515,8581,2450,1170,554.830947,3264.95511,1229.568201
2516,8893,2539,1212,443.683539,2610.755964,983.110905
2517,9031,2580,1232,353.678301,2080.389528,783.468414
2518,8517,2432,1161,274.84821,1617.980067,609.196527
2519,7798,2227,1063,198.132336,1166.443722,439.455105
2520,7111,2031,969,135.007857,794.34153,299.01069
2521,6608,1888,901,48.929022,287.231481,108.127098
2522,6319,1804,861,36.847782,216.556227,81.54837
2523,6171,1763,841,52.855425,310.789899,117.188028
2524,6140,1753,837,120.8124,711.283005,267.901497
2525,6304,1800,859,248.873544,1464.85035,551.810637
2526,6864,1960,936,405.023571,2383.628652,897.636132
2527,7669,2190,1045,507.110049,2984.06628,1123.857351
2528,8552,2442,1166,581.107644,3419.897013,1287.860184
2529,9208,2629,1255,611.310744,3596.585148,1354.307004
2530,9678,2764,1319,647.252433,3808.61091,1434.345219
2531,10054,2871,1371,767.460771,4515.061419,1700.43453
2532,10306,2943,1405,817.295886,4809.541644,1811.279907
2533,10463,2988,1427,841.458366,4950.892152,1864.437363
2534,10571,3019,1441,825.450723,4856.65848,1828.797705
2535,10601,3028,1445,817.295886,4809.541644,1811.279907
2536,10595,3025,1444,783.468414,4609.295091,1735.772157
2537,10578,3021,1442,743.298291,4373.710911,1646.975043
2538,10493,2996,1430,657.219456,3867.204924,1456.393482
2539,10297,2940,1403,547.280172,3219.65046,1212.352434
2540,10362,2960,1413,417.104811,2454.303906,924.21486
2541,10475,2991,1428,317.13255,1865.343456,702.524106
2542,9742,2782,1328,221.086692,1300.243455,489.592251
2543,8736,2495,1191,136.820043,805.516677,303.239124
2544,7797,2227,1063,80.944308,475.698825,179.104383
2545,7146,2041,974,75.205719,443.079477,167.023143
2546,6771,1933,923,54.36558,320.15286,120.510369
2547,6542,1868,892,50.137146,295.386318,111.147408
2548,6446,1841,878,74.299626,437.038857,164.606895
2549,6587,1881,898,133.799733,787.998879,296.594442
2550,7134,2038,973,219.576537,1292.69268,486.873972
2551,7988,2281,1089,331.630038,1951.422291,734.841423
2552,8934,2552,1218,453.0465,2665.423575,1003.649013
2553,9489,2710,1293,572.348745,3367.041588,1267.926138
2554,9825,2806,1339,634.869162,3736.425501,1407.162429
2555,10073,2877,1373,654.803208,3853.311498,1451.258955
2556,10198,2913,1390,683.194122,4019.428548,1513.779372
2557,10251,2928,1398,726.988617,4277.967084,1611.033354
2558,10355,2957,1412,759.607965,4468.850676,1682.916732
2559,10366,2960,1414,794.945592,4678.158159,1761.746823
2560,10344,2955,1410,814.879638,4795.044156,1805.843349
2561,10320,2947,1407,775.313577,4561.272162,1717.650297
2562,10229,2921,1394,701.920044,4130.273925,1555.45965
2563,9971,2848,1359,582.617799,3428.655912,1291.182525
2564,10006,2858,1364,450.932283,2653.040304,999.118548
2565,10099,2884,1377,344.31534,2025.117855,762.628275
2566,9367,2675,1277,266.693373,1569.655107,591.074667
2567,8375,2392,1141,187.25922,1101.809088,414.990594
2568,7490,2139,1021,119.302245,701.618013,264.277125
2569,6852,1957,934,51.043239,299.614752,112.959594
2570,6487,1853,884,37.451844,219.878568,82.756494
2571,6289,1796,858,52.553394,309.581775,116.583966
2572,6208,1773,846,122.322555,719.437842,270.921807
2573,6345,1812,865,263.069001,1548.512937,583.221861
2574,6882,1966,938,422.8434,2487.829347,936.900162
2575,7683,2194,1047,523.117692,3077.091828,1158.892947
2576,8510,2430,1160,599.531535,3526.815987,1328.030307
2577,8923,2549,1216,631.546821,3716.793486,1399.611654
2578,9152,2614,1247,604.364031,3556.717056,1339.507485
2579,9329,2665,1272,601.04169,3536.78301,1331.95671
2580,9411,2688,1283,623.089953,3666.65634,1380.885732
2581,9385,2680,1279,662.353983,3896.501931,1467.266598
2582,9389,2681,1280,687.724587,4046.309307,1523.746395
2583,9300,2656,1268,743.600322,4376.127159,1647.881136
2584,9163,2617,1249,789.509034,4645.840842,1749.665583
2585,9136,2610,1246,767.460771,4515.967512,1700.736561
2586,9176,2620,1251,721.552059,4246.253829,1598.952114
2587,9180,2622,1252,594.397008,3496.914918,1316.85516
2588,9428,2693,1285,436.434795,2567.565531,967.103262
2589,9490,2710,1294,315.924426,1858.396743,699.805827
2590,8880,2536,1211,237.698397,1398.705561,526.742064
2591,8025,2292,1094,141.048477,829.377126,312.300054
2592,7210,2059,983,79.736184,469.658205,176.688135
2593,6671,1905,909,53.157456,312.904116,117.79209
2594,6372,1819,868,38.961999,229.54356,86.380866
2595,6204,1772,846,54.969642,323.475201,121.718493
2596,6173,1763,842,127.759113,751.151097,282.701016
2597,6352,1814,866,274.84821,1617.073974,608.894496
2598,6918,1976,943,441.569322,2597.4666,978.278409
2599,7804,2229,1064,546.072048,3213.005778,1209.936186
2600,8620,2462,1175,625.808232,3682.361952,1386.624321
2601,8997,2569,1226,659.635704,3880.494288,1461.528009
2602,9231,2636,1258,631.24479,3713.773176,1398.40353
2603,9413,2689,1283,627.620418,3692.933037,1390.550724
2604,9495,2711,1294,650.574774,3828.544956,1441.895994
2605,9478,2707,1292,691.348959,4068.35757,1532.203263
2606,9481,2708,1292,717.927687,4224.809628,1591.099308
2607,9413,2689,1283,776.521701,4569.124968,1720.670607
2608,9334,2666,1272,824.54463,4850.919891,1826.683488
2609,9320,2662,1271,801.288243,4715.307972,1775.640249
2610,9286,2652,1266,753.567345,4433.513049,1669.627368
2611,9175,2620,1251,620.371674,3651.252759,1374.845112
2612,9350,2670,1275,455.764779,2680.827156,1009.689633
2613,9569,2733,1304,329.817852,1940.247144,730.612989
2614,8983,2565,1225,248.269482,1460.319885,549.998451
2615,8108,2315,1106,147.089097,865.922877,326.19348
2616,7267,2075,990,83.360556,490.196313,184.540941
2617,6718,1918,916,56.177766,330.723945,124.436772
2618,6418,1833,875,41.076216,242.530893,91.213362
2619,6266,1789,854,57.989952,341.597061,128.665206
2620,6202,1771,845,134.705826,793.435437,298.708659
2621,6357,1816,867,290.251791,1707.985305,643.32603
2622,6865,1961,936,466.335864,2743.951635,1033.248051
2623,7671,2191,1045,576.87921,3393.922347,1278.195192
2624,8476,2420,1156,661.145859,3889.857249,1464.85035
