Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
1261,10035,2866,1368
1262,9986,2852,1362
1263,9905,2829,1350
1264,10024,2863,1367
1265,10758,3072,1467
1266,11410,3259,1555
1267,11345,3240,1547
1268,11079,3164,1510
1269,10654,3042,1453
1270,9940,2839,1355
1271,9032,2580,1232
1272,8197,2341,1117
1273,7669,2190,1045
1274,7389,2110,1007
1275,7243,2068,987
1276,7254,2072,989
1277,7472,2134,1019
1278,8199,2341,1118
1279,9450,2699,1288
1280,10097,2884,1377
1281,10220,2919,1393
1282,10189,2910,1389
1283,10148,2898,1383
1284,10022,2862,1367
1285,9891,2825,1348
1286,9840,2810,1342
1287,9760,2787,1331
1288,9800,2799,1336
1289,10442,2982,1424
1290,11013,3146,1501
1291,10864,3102,1481
1292,10550,3013,1439
1293,10198,2912,1390
1294,9661,2760,1318
1295,8967,2561,1222
1296,8226,2349,1121
1297,7654,2186,1044
1298,7337,2095,1000
1299,7190,2054,980
1300,7152,2043,975
1301,7232,2065,986
1302,7545,2154,1029
1303,8047,2299,1097
1304,8588,2453,1171
1305,9077,2592,1237
1306,9312,2659,1269
1307,9299,2656,1267
1308,9181,2622,1252
1309,9000,2570,1227
1310,8811,2516,1202
1311,8691,2482,1185
1312,8794,2512,1199
1313,9530,2721,1299
1314,10269,2933,1400
1315,10163,2902,1386
1316,9887,2824,1348
1317,9591,2739,1308
1318,9155,2614,1248
1319,8609,2459,1173
1320,7998,2284,1090
1321,7508,2144,1024
1322,7225,2063,985
1323,7088,2024,966
1324,7040,2010,959
1325,7101,2028,968
1326,7334,2094,999
1327,7705,2200,1050
1328,8157,2329,1112
1329,8671,2476,1182
1330,8939,2553,1219
1331,9005,2572,1227
1332,8996,2569,1226
1333,8922,2548,1216
1334,8825,2520,1203
1335,8781,2508,1197
1336,8986,2566,1225
1337,9858,2815,1344
1338,10631,3036,1449
1339,10584,3022,1443
1340,10304,2943,1405
1341,9937,2838,1355
1342,9289,2653,1267
1343,8529,2436,1163
1344,7851,2242,1070
1345,7591,2168,1035
1346,7327,2093,999
1347,7218,2061,984
1348,7223,2063,984
1349,7490,2138,1021
1350,8250,2356,1125
1351,9590,2739,1308
1352,10268,2932,1400
1353,10326,2949,1408
1354,10344,2954,1410
1355,10330,2950,1408
1356,10270,2933,1400
1357,10187,2910,1388
1358,10113,2888,1378
1359,10009,2859,1364
1360,10116,2890,1379
1361,10950,3127,1493
1362,11774,3362,1605
1363,11759,3358,1603
1364,11508,3286,1569
1365,11055,3157,1507
1366,10308,2944,1405
1367,9326,2664,1272
1368,8445,2412,1151
1369,7899,2256,1077
1370,7613,2174,1038
1371,7477,2135,1020
1372,7470,2134,1018
1373,7699,2199,1050
1374,8428,2407,1149
1375,9761,2787,1331
1376,10471,2991,1428
1377,10643,3040,1451
1378,10719,3061,1461
1379,10802,3085,1473
1380,10835,3095,1477
1381,10820,3090,1475
1382,10811,3087,1474
1383,10750,3070,1465
1384,10888,3110,1484
1385,11635,3323,1586
1386,12129,3464,1654
1387,12036,3437,1641
1388,11714,3346,1597
1389,11207,3201,1528
1390,10396,2969,1418
1391,9383,2680,1279
1392,8476,2420,1156
1393,7885,2252,1075
1394,7571,2162,1032
1395,7443,2125,1014
1396,7441,2125,1014
1397,7675,2192,1046
1398,8416,2404,1147
1399,9770,2790,1332
1400,10485,2995,1429
1401,10564,3017,1440
1402,10582,3022,1443
1403,10613,3030,1447
1404,10530,3007,1435
1405,10401,2970,1418
1406,10370,2961,1414
1407,10343,2954,1410
1408,10495,2997,1431
1409,11316,3231,1543
1410,11972,3420,1632
1411,11906,3400,1623
1412,11643,3325,1587
1413,11225,3205,1530
1414,10509,3001,1433
1415,9533,2722,1300
1416,8640,2468,1178
1417,8064,2303,1100
1418,7777,2221,1060
1419,7656,2187,1044
1420,7656,2187,1044
1421,7876,2249,1074
1422,8638,2467,1177
1423,10000,2856,1363
1424,10639,3038,1450
1425,10637,3038,1450
1426,10562,3016,1440
1427,10524,3005,1435
1428,10445,2983,1424
1429,10288,2938,1403
1430,10236,2923,1395
1431,10145,2897,1383
1432,10265,2931,1399
1433,11055,3157,1507
1434,11768,3361,1605
1435,11814,3374,1611
1436,11582,3308,1579
1437,11129,3179,1517
1438,10395,2969,1417
1439,9403,2685,1282
1440,8491,2424,1157
1441,7901,2257,1077
1442,7603,2171,1036
1443,7457,2129,1016
1444,7466,2132,1018
1445,7706,2201,1050
1446,8471,2419,1155
1447,9807,2800,1337
1448,10487,2995,1429
1449,10654,3043,1453
1450,10702,3056,1459
1451,10664,3046,1454
1452,10581,3022,1443
1453,10479,2993,1428
1454,10449,2985,1424
1455,10415,2975,1420
1456,10576,3020,1442
1457,11391,3253,1553
1458,11822,3376,1611
1459,11637,3323,1586
1460,11339,3238,1546
1461,10964,3131,1494
1462,10392,2968,1417
1463,9588,2738,1308
1464,8754,2500,1193
1465,8122,2319,1107
1466,7753,2214,1057
1467,7577,2164,1033
1468,7518,2147,1025
1469,7587,2167,1035
1470,7872,2248,1073
1471,8448,2413,1151
1472,9091,2596,1239
1473,9795,2797,1335
1474,10257,2930,1398
1475,10471,2991,1428
1476,10496,2997,1431
1477,10450,2985,1424
1478,10350,2955,1411
1479,10280,2936,1402
1480,10408,2972,1419
1481,11104,3171,1514
1482,11406,3257,1555
1483,11218,3204,1530
1484,10853,3100,1479
1485,10480,2993,1428
1486,9965,2846,1358
1487,9253,2643,1262
1488,8473,2419,1155
1489,7866,2246,1072
1490,7485,2138,1020
1491,7259,2073,989
1492,7155,2044,975
1493,7164,2046,977
1494,7338,2095,1000
1495,7708,2201,1050
1496,8182,2337,1116
1497,8826,2520,1203
1498,9296,2655,1267
1499,9508,2715,1297
1500,9577,2735,1306
1501,9583,2737,1307
1502,9478,2707,1292
1503,9384,2680,1279
1504,9519,2719,1298
1505,10454,2985,1425
1506,11026,3149,1504
1507,10901,3113,1486
1508,10594,3025,1444
1509,10134,2894,1382
1510,9398,2684,1281
1511,8490,2424,1157
1512,7652,2185,1043
1513,7095,2026,967
1514,6796,1941,926
1515,6642,1897,905
1516,6656,1901,908
1517,6908,1973,942
1518,7675,2192,1046
1519,9041,2582,1232
1520,9692,2768,1322
1521,9776,2792,1332
1522,9819,2804,1338
1523,9854,2815,1343
1524,9809,2801,1338
1525,9738,2781,1328
1526,9686,2766,1321
1527,9608,2744,1310
1528,9689,2767,1321
1529,10558,3015,1439
1530,11379,3250,1551
1531,11336,3237,1545
1532,11070,3161,1509
1533,10629,3035,1449
1534,9895,2826,1349
1535,8908,2545,1215
1536,8018,2289,1093
1537,7411,2116,1010
1538,7115,2032,969
1539,6998,1998,954
1540,6986,1995,952
1541,7230,2065,985
1542,7992,2282,1090
1543,9338,2666,1273
1544,10070,2875,1373
1545,10228,2921,1394
1546,10312,2945,1406
1547,10370,2961,1414
1548,10367,2960,1414
1549,10310,2945,1405
1550,10261,2930,1399
1551,10170,2905,1387
1552,10262,2930,1399
1553,11054,3157,1507
1554,11595,3311,1580
1555,11480,3279,1565
1556,11132,3180,1518
1557,10641,3039,1451
1558,9863,2817,1345
1559,8784,2509,1197
1560,7825,2235,1067
1561,7218,2061,984
1562,6879,1964,938
1563,6676,1907,910
1564,6629,1893,903
1565,6823,1948,930
1566,7530,2150,1026
1567,8866,2532,1209
1568,9563,2731,1303
1569,9674,2763,1319
1570,9709,2773,1323
1571,9749,2785,1329
1572,9744,2783,1328
1573,9708,2772,1323
1574,9729,2779,1327
1575,9712,2774,1324
1576,9875,2820,1346
1577,10821,3091,1475
1578,11582,3308,1579
1579,11583,3308,1579
1580,11361,3245,1549
1581,10976,3135,1496
1582,10257,2930,1398
1583,9281,2650,1265
1584,8375,2392,1141
1585,7823,2234,1066
1586,7553,2157,1030
1587,7437,2124,1014
1588,7448,2127,1015
1589,7720,2204,1052
1590,8532,2436,1163
1591,9931,2836,1354
1592,10594,3025,1444
1593,10631,3036,1449
1594,10599,3027,1445
1595,10549,3013,1439
1596,10421,2976,1421
1597,10276,2935,1401
1598,10196,2912,1390
1599,10123,2891,1380
1600,10262,2930,1399
1601,11259,3216,1535
1602,12028,3436,1640
1603,12032,3436,1641
1604,11830,3378,1613
1605,11449,3270,1561
1606,10755,3071,1466
1607,9753,2785,1329
1608,8798,2513,1200
1609,8191,2339,1116
1610,7885,2252,1075
1611,7728,2207,1054
1612,7715,2203,1052
1613,7937,2267,1082
1614,8663,2474,1181
1615,9990,2853,1362
1616,10688,3052,1457
1617,10802,3085,1473
1618,10781,3079,1469
1619,10752,3070,1466
1620,10625,3035,1449
1621,10465,2989,1427
1622,10431,2979,1422
1623,10378,2964,1415
1624,10490,2995,1430
1625,11272,3219,1537
1626,11588,3310,1580
1627,11383,3250,1552
1628,11015,3146,1502
1629,10590,3025,1444
1630,10003,2857,1363
1631,9166,2618,1250
1632,8258,2359,1126
1633,7590,2168,1035
1634,7200,2056,981
1635,6973,1992,950
1636,6894,1969,939
1637,6947,1984,947
1638,7223,2063,984
1639,7754,2214,1057
1640,8397,2398,1145
1641,9103,2600,1241
1642,9578,2735,1306
1643,9807,2800,1337
1644,9821,2805,1339
1645,9718,2775,1325
1646,9577,2735,1306
1647,9513,2717,1297
1648,9627,2749,1312
1649,10365,2960,1413
1650,10760,3073,1467
1651,10561,3016,1440
1652,10215,2917,1393
1653,9868,2819,1345
1654,9384,2680,1279
1655,8713,2489,1188
1656,7936,2266,1082
1657,7326,2092,999
1658,6934,1980,945
1659,6727,1922,917
1660,6636,1895,904
1661,6689,1910,912
1662,6884,1966,939
1663,7281,2079,993
1664,7698,2199,1050
1665,8329,2379,1136
1666,8814,2517,1202
1667,9069,2590,1236
1668,9208,2629,1255
1669,9258,2644,1262
1670,9208,2629,1255
1671,9157,2615,1248
1672,9403,2685,1282
1673,10502,2999,1432
1674,11126,3178,1517
1675,11064,3160,1509
1676,10807,3086,1474
1677,10387,2966,1416
1678,9693,2768,1322
1679,8769,2504,1196
1680,7894,2254,1076
1681,7970,2276,1086
1682,7576,2164,1033
1683,7430,2122,1013
1684,7412,2117,1010
1685,7658,2187,1044
1686,8378,2393,1142
1687,9688,2766,1321
1688,10594,3025,1444
1689,10868,3104,1482
1690,10975,3135,1496
1691,11084,3166,1511
1692,11101,3170,1514
1693,11032,3150,1504
1694,10988,3138,1498
1695,10911,3115,1488
1696,11057,3158,1508
1697,11885,3394,1621
1698,12358,3530,1685
1699,12236,3495,1668
1700,11929,3406,1626
1701,11458,3272,1562
1702,10660,3045,1454
1703,9581,2736,1306
1704,8551,2442,1166
1705,7846,2241,1070
1706,7499,2142,1022
1707,7307,2087,996
1708,7270,2076,991
1709,7457,2129,1016
1710,8157,2329,1112
1711,9462,2702,1290
1712,10299,2941,1404
1713,10434,2980,1423
1714,10482,2994,1429
1715,10545,3011,1438
1716,10526,3006,1435
1717,10414,2975,1420
1718,10366,2960,1414
1719,10287,2938,1403
1720,10414,2974,1419
1721,11220,3205,1530
1722,11815,3374,1611
1723,11739,3352,1600
1724,11469,3276,1564
1725,11037,3152,1504
1726,10308,2944,1405
1727,9289,2653,1267
1728,8287,2367,1130
1729,7571,2162,1032
1730,7214,2060,984
1731,7066,2018,963
1732,7064,2018,963
1733,7305,2086,996
1734,8040,2296,1096
1735,9396,2683,1281
1736,10188,2910,1389
1737,10302,2942,1404
1738,10320,2947,1407
1739,10324,2949,1408
1740,10273,2934,1400
1741,10179,2907,1388
1742,10191,2910,1389
1743,10181,2908,1388
1744,10321,2948,1407
1745,11211,3202,1529
1746,11925,3406,1625
1747,11886,3394,1621
1748,11642,3325,1587
1749,11261,3216,1535
1750,10572,3020,1441
1751,9554,2729,1302
1752,8528,2435,1162
1753,7849,2242,1070
1754,7476,2135,1019
1755,7318,2090,998
1756,7319,2090,998
1757,7565,2160,1031
1758,8336,2380,1136
1759,9713,2774,1324
1760,10423,2977,1421
1761,10524,3005,1434
1762,10487,2995,1429
1763,10425,2977,1421
1764,10316,2946,1407
1765,10163,2903,1386
1766,10143,2897,1383
1767,10178,2907,1388
1768,10405,2971,1418
1769,11272,3219,1537
1770,11889,3396,1621
1771,11819,3376,1611
1772,11594,3311,1580
1773,11266,3217,1536
1774,10591,3025,1444
1775,9576,2735,1306
1776,8585,2452,1171
1777,7884,2252,1075
1778,7487,2138,1020
1779,7295,2083,994
1780,7292,2083,994
1781,7473,2134,1019
1782,8136,2324,1109
1783,9371,2676,1277
1784,10270,2933,1400
1785,10570,3019,1441
1786,10718,3061,1461
1787,10774,3077,1469
1788,10732,3065,1463
1789,10536,3009,1436
1790,10385,2966,1416
1791,10180,2907,1388
1792,10127,2892,1381
1793,10860,3101,1480
1794,11395,3255,1554
1795,11216,3203,1530
1796,10903,3114,1486
1797,10530,3007,1435
1798,10004,2857,1364
1799,9233,2637,1259
1800,8344,2383,1137
1801,7689,2196,1048
1802,7298,2084,994
1803,7081,2023,965
1804,7021,2005,957
1805,7089,2024,966
1806,7337,2095,1000
1807,7883,2251,1075
1808,8505,2429,1160
1809,9213,2631,1256
1810,9678,2764,1319
1811,9830,2807,1340
1812,9865,2818,1345
1813,9798,2798,1336
1814,9722,2776,1325
1815,9709,2773,1323
1816,9875,2820,1346
1817,10741,3067,1464
1818,11428,3264,1558
1819,11394,3254,1554
1820,11154,3185,1521
1821,10865,3103,1481
1822,10443,2982,1424
1823,9751,2785,1329
1824,8930,2550,1217
1825,8253,2357,1125
1826,7822,2234,1066
1827,7593,2169,1035
1828,7487,2138,1020
1829,7505,2144,1023
1830,7709,2202,1051
1831,8124,2320,1107
1832,8572,2448,1168
1833,9157,2615,1248
1834,9539,2725,1301
1835,9669,2761,1318
1836,9753,2785,1329
1837,9784,2794,1333
1838,9718,2775,1325
1839,9642,2754,1314
1840,9703,2771,1322
1841,10576,3020,1442
1842,11314,3231,1543
1843,11306,3229,1541
1844,11099,3170,1513
1845,10825,3091,1476
1846,10312,2945,1406
1847,9579,2735,1306
1848,8713,2488,1187
