Electricity_Demand_MW,H2_Demand_tonne,Solar_Capacity_Factor,NG_Price
9773,26.32,0.2994,2.74
9871,26.98,0.1652,2.74
10449,25.67,0.012,2.74
11079,23.24,0,2.74
10981,19.29,0,2.74
10679,14.93,0,2.74
10229,11.4,0,2.74
9529,8.83,0,2.74
8609,6.2,0,2.74
7809,3.95,0,2.74
7299,1.69,0,2.74
7024,1.24,0,2.74
6910,1.74,0,2.74
6923,4.05,0,2.74
7172,8.71,0,2.74
7956,14,0,2.74
9281,17.32,0,2.74
9915,19.85,0.0741,2.74
9989,20.91,0.3326,2.74
9955,20.01,0.513,2.74
9932,19.9,0.6304,2.74
9850,20.63,0.6421,2.74
9737,21.93,0.6634,2.74
9660,22.77,0.6169,2.74
9608,24.62,0.5355,2.74
9711,26.14,0.3307,2.74
10407,25.41,0.0844,2.74
11254,23.89,0,2.74
11216,19.68,0,2.74
10959,14.45,0,2.74
10560,10.46,0,2.74
9865,7.87,0,2.74
8966,4.67,0,2.74
8145,2.64,0,2.74
7604,1.76,0,2.74
7334,1.29,0,2.74
7209,1.82,0,2.74
7240,4.23,0,2.74
7477,9.1,0,2.74
8217,14.62,0,2.74
9528,18.08,0,2.74
10187,20.72,0.0709,2.74
10291,21.84,0.2937,2.74
10298,20.9,0.4255,2.74
10272,20.78,0.5184,2.74
10173,21.54,0.5122,2.74
10035,22.89,0.4839,2.74
9986,23.77,0.4576,2.74
9905,25.71,0.4155,2.74
10024,27.3,0.2268,2.74
10758,26.53,0.0106,2.74
11410,24.95,0,2.74
11345,20.54,0,2.74
11079,15.09,0,2.74
10654,10.92,0,2.74
9940,8.22,0,2.74
9032,4.87,0,2.74
8197,2.76,0,2.74
7669,1.86,0,2.74
7389,1.36,0,2.74
7243,1.92,0,2.74
7254,4.46,0,2.74
7472,9.61,0,2.74
8199,15.44,0,2.74
9450,19.1,0,2.74
10097,21.89,0,2.74
10220,23.07,0.1785,2.74
10189,22.07,0.4377,2.74
10148,21.95,0.5751,2.74
10022,22.76,0.5155,2.74
9891,24.18,0.4923,2.74
9840,25.11,0.4147,2.74
9760,27.16,0.3057,2.74
9800,28.83,0.1433,2.74
10442,28.03,0.0014,2.74
11013,26.35,0,2.74
10864,21.7,0,2.74
10550,15.94,0,2.74
10198,11.53,0,2.74
9661,8.68,0,2.74
8967,5.15,0,2.74
8226,2.91,0,2.74
7654,2.86,0,2.74
7337,2.02,0,2.74
7190,1.96,0,2.74
7152,2.74,0,2.74
7232,5.09,0,2.74
7545,8.36,0,2.74
8047,12.69,0,2.74
8588,17.24,0.0727,2.74
9077,21.85,0.3305,2.74
9312,24.2,0.5087,2.74
9299,24.98,0.6255,2.74
9181,26.13,0.6438,2.74
9000,27.76,0.6342,2.74
8811,28.98,0.6073,2.74
8691,30.4,0.4905,2.74
8794,31.19,0.3167,2.74
9530,29.64,0.0647,2.74
10269,26.81,0,2.74
10163,22.28,0,2.74
9887,17.32,0,2.74
9591,13.22,0,2.74
9155,10.32,0,2.74
8609,7.2,0,2.74
7998,4.66,0,2.74
7508,2.88,0,2.74
7225,3.71,0,2.74
7088,1.36,0,2.74
7040,2.12,0,2.74
7101,3.96,0,2.74
7334,6.5,0,2.74
7705,9.93,0,2.74
8157,14.06,0.0732,2.74
8671,18.37,0.3249,2.74
8939,23.64,0.5055,2.74
9005,27.01,0.6259,2.74
8996,27.7,0.6462,2.74
8922,27.58,0.6498,2.74
8825,26.75,0.6233,2.74
8781,26.18,0.4959,2.74
8986,25.04,0.2951,2.74
9858,23.83,0.0327,2.74
10631,21.36,0,2.74
10584,18.37,0,2.74
10304,14.69,0,2.74
9937,11.71,0,2.74
9289,9.1,0,2.74
8529,6.56,0,2.74
7851,4.47,0,2.74
7406,1.62,0,2.74
7185,1.22,0,2.74
7112,1.75,0,2.74
7156,4,0,2.74
7427,8.24,0,2.74
8204,13.41,0,2.74
9547,16.79,0,2.74
10229,19.24,0.0538,2.74
10337,20.24,0.2996,2.74
10290,21.43,0.4629,2.74
10241,25.41,0.5623,2.74
10140,27.06,0.578,2.74
9979,27.86,0.5428,2.74
9891,27.33,0.5193,2.74
9786,27.06,0.4362,2.74
9860,25.94,0.2678,2.74
10604,24.61,0.0319,2.74
11377,21.76,0,2.74
11330,18.12,0,2.74
11072,13.81,0,2.74
10657,10.5,0,2.74
9929,7.32,0,2.74
9027,4.53,0,2.74
8183,2.68,0,2.74
7642,2.49,0,2.74
7364,1.8,0,2.74
7269,1.66,0,2.74
7291,2.46,0,2.74
7540,4.43,0,2.74
8324,7.27,0,2.74
9601,10.98,0,2.74
10207,15,0.0403,2.74
10284,18.95,0.2888,2.74
10220,21.02,0.4702,2.74
10142,21.68,0.5589,2.74
10032,22.62,0.5611,2.74
9913,24.07,0.5702,2.74
9838,25.15,0.546,2.74
9742,26.32,0.407,2.74
9819,26.98,0.2344,2.74
10588,25.67,0.0007,2.74
11242,23.24,0,2.74
11189,19.29,0,2.74
10925,14.93,0,2.74
10511,11.4,0,2.74
9860,8.83,0,2.74
8946,6.2,0,2.74
8094,3.95,0,2.74
7521,1.69,0,2.74
7214,1.24,0,2.74
7066,1.74,0,2.74
7049,4.05,0,2.74
7264,8.71,0,2.74
7949,14,0,2.74
9109,17.32,0,2.74
9815,19.85,0.0005,2.74
10063,20.91,0.2107,2.74
10162,20.01,0.3555,2.74
10173,19.9,0.4531,2.74
10100,20.63,0.5151,2.74
9938,21.93,0.49,2.74
9864,22.77,0.5189,2.74
9766,24.62,0.4458,2.74
9736,26.14,0.2889,2.74
10391,25.41,0.0118,2.74
11042,23.89,0,2.74
10895,19.68,0,2.74
10584,14.45,0,2.74
10163,10.46,0,2.74
9558,7.87,0,2.74
8771,4.67,0,2.74
7955,2.64,0,2.74
7340,1.76,0,2.74
6984,1.29,0,2.74
6782,1.82,0,2.74
6711,4.23,0,2.74
6782,9.1,0,2.74
7105,14.62,0,2.74
7588,18.08,0,2.74
8179,20.72,0.0117,2.74
8835,21.84,0.3135,2.74
9267,20.9,0.4909,2.74
9453,20.78,0.6116,2.74
9451,21.54,0.643,2.74
9125,22.89,0.6438,2.74
8598,23.77,0.6127,2.74
8129,25.71,0.4871,2.74
7891,27.3,0.3058,2.74
8192,26.53,0.0269,2.74
8543,24.95,0,2.74
8548,20.54,0,2.74
8532,15.09,0,2.74
8492,10.92,0,2.74
8261,8.22,0,2.74
7903,4.87,0,2.74
7410,2.76,0,2.74
6969,1.86,0,2.74
6729,1.36,0,2.74
6640,1.92,0,2.74
6630,4.46,0,2.74
6787,9.61,0,2.74
7187,15.44,0,2.74
7711,19.1,0,2.74
8157,21.89,0.0135,2.74
8591,23.07,0.3063,2.74
8851,22.07,0.4727,2.74
8933,21.95,0.5797,2.74
8892,22.76,0.6075,2.74
8760,24.18,0.6239,2.74
8615,25.11,0.6046,2.74
8537,27.16,0.4789,2.74
8629,28.83,0.2928,2.74
9420,28.03,0.0223,2.74
10016,26.35,0,2.74
9855,21.7,0,2.74
9547,15.94,0,2.74
9193,11.53,0,2.74
8719,8.68,0,2.74
8094,5.15,0,2.74
7402,2.91,0,2.74
6872,2.86,0,2.74
6544,2.02,0,2.74
6377,1.96,0,2.74
6310,2.74,0,2.74
6372,5.09,0,2.74
6634,8.36,0,2.74
7101,12.69,0,2.74
7634,17.24,0,2.74
8324,21.85,0.2275,2.74
8796,24.2,0.4015,2.74
8958,24.98,0.5501,2.74
8986,26.13,0.6021,2.74
8943,27.76,0.5869,2.74
8836,28.98,0.5295,2.74
8804,30.4,0.4425,2.74
8959,31.19,0.2859,2.74
9774,29.64,0.0002,2.74
10390,26.81,0,2.74
10306,22.28,0,2.74
10063,17.32,0,2.74
9784,13.22,0,2.74
9359,10.32,0,2.74
8754,7.2,0,2.74
8104,4.66,0,2.74
7580,2.88,0,2.74
7256,3.71,0,2.74
7093,1.36,0,2.74
7037,2.12,0,2.74
7101,3.96,0,2.74
7309,6.5,0,2.74
7638,9.93,0,2.74
8042,14.06,0,2.74
8689,18.37,0.2782,2.74
9169,23.64,0.4514,2.74
9458,27.01,0.4131,2.74
9602,27.7,0.3239,2.74
9614,27.58,0.4152,2.74
9515,26.75,0.474,2.74
9508,26.18,0.3742,2.74
9698,25.04,0.1973,2.74
10569,23.83,0,2.74
11230,21.36,0,2.74
11144,18.37,0,2.74
10846,14.69,0,2.74
10479,11.71,0,2.74
9701,9.1,0,2.74
8857,6.56,0,2.74
8097,4.47,0,2.74
7591,1.62,0,2.74
7327,1.22,0,2.74
7218,1.75,0,2.74
7223,4,0,2.74
7490,8.24,0,2.74
8250,13.41,0,2.74
9590,16.79,0,2.74
10268,19.24,0,2.74
10326,20.24,0.2772,2.74
10344,21.43,0.4703,2.74
10330,25.41,0.5945,2.74
10270,27.06,0.6074,2.74
10187,27.86,0.6058,2.74
10113,27.33,0.573,2.74
10009,27.06,0.4695,2.74
10116,25.94,0.2946,2.74
10950,24.61,0.0015,2.74
11774,21.76,0,2.74
11759,18.12,0,2.74
11508,13.81,0,2.74
11055,10.5,0,2.74
10308,7.32,0,2.74
9326,4.53,0,2.74
8445,2.68,0,2.74
7899,2.49,0,2.74
7613,1.8,0,2.74
7477,1.66,0,2.74
7470,2.46,0,2.74
7699,4.43,0,2.74
8428,7.27,0,2.74
9761,10.98,0,2.74
10471,15,0,2.74
10643,18.95,0.1029,2.74
10719,21.02,0.2427,2.74
10802,21.68,0.3353,2.74
10835,22.62,0.3693,2.74
10820,24.07,0.321,2.74
10811,25.15,0.2798,2.74
10750,26.32,0.2887,2.74
10888,26.98,0.1717,2.74
11635,25.67,0,2.74
12129,23.24,0,2.74
12036,19.29,0,2.74
11714,14.93,0,2.74
11207,11.4,0,2.74
10396,8.83,0,2.74
9383,6.2,0,2.74
8476,3.95,0,2.74
7885,1.69,0,2.74
7571,1.24,0,2.74
7443,1.74,0,2.74
7441,4.05,0,2.74
7675,8.71,0,2.74
8416,14,0,2.74
9770,17.32,0,2.74
10485,19.85,0,2.74
10564,20.91,0.1982,2.74
10582,20.01,0.3702,2.74
10613,19.9,0.4604,2.74
10530,20.63,0.5011,2.74
10401,21.93,0.5173,2.74
10370,22.77,0.5058,2.74
10343,24.62,0.3876,2.74
10495,26.14,0.1969,2.74
11316,25.41,0,2.74
11972,23.89,0,2.74
11906,19.68,0,2.74
11643,14.45,0,2.74
11225,10.46,0,2.74
10509,7.87,0,2.74
9533,4.67,0,2.74
8640,2.64,0,2.74
8064,1.76,0,2.74
7777,1.29,0,2.74
7656,1.82,0,2.74
7656,4.23,0,2.74
7876,9.1,0,2.74
8638,14.62,0,2.74
10000,18.08,0,2.74
10639,20.72,0,2.74
10637,21.84,0.2668,2.74
10562,20.9,0.4708,2.74
10524,20.78,0.5885,2.74
10445,21.54,0.5494,2.74
10288,22.89,0.5991,2.74
10236,23.77,0.5673,2.74
10145,25.71,0.483,2.74
10265,27.3,0.3013,2.74
11055,26.53,0.0001,2.74
11768,24.95,0,2.74
11814,20.54,0,2.74
11582,15.09,0,2.74
11129,10.92,0,2.74
10395,8.22,0,2.74
9403,4.87,0,2.74
8491,2.76,0,2.74
7901,1.86,0,2.74
7603,1.36,0,2.74
7457,1.92,0,2.74
7466,4.46,0,2.74
7706,9.61,0,2.74
8471,15.44,0,2.74
9807,19.1,0,2.74
10487,21.89,0,2.74
10654,23.07,0.1993,2.74
10702,22.07,0.38,2.74
10664,21.95,0.4883,2.74
10581,22.76,0.5493,2.74
10479,24.18,0.5521,2.74
10449,25.11,0.5214,2.74
10415,27.16,0.4105,2.74
10576,28.83,0.2423,2.74
11391,28.03,0,2.74
11822,26.35,0,2.74
11637,21.7,0,2.74
11339,15.94,0,2.74
10964,11.53,0,2.74
10392,8.68,0,2.74
9588,5.15,0,2.74
8754,2.91,0,2.74
8122,2.86,0,2.74
7753,2.02,0,2.74
7577,1.96,0,2.74
7518,2.74,0,2.74
7587,5.09,0,2.74
7872,8.36,0,2.74
8448,12.69,0,2.74
9091,17.24,0,2.74
9795,21.85,0.2168,2.74
10257,24.2,0.3862,2.74
10471,24.98,0.4511,2.74
10496,26.13,0.4476,2.74
10450,27.76,0.4533,2.74
10350,28.98,0.437,2.74
10280,30.4,0.4112,2.74
10408,31.19,0.275,2.74
11104,29.64,0,2.74
11406,26.81,0,2.74
11218,22.28,0,2.74
10853,17.32,0,2.74
10480,13.22,0,2.74
9965,10.32,0,2.74
9253,7.2,0,2.74
8473,4.66,0,2.74
7866,2.88,0,4.28
7485,3.71,0,4.28
7259,1.36,0,4.28
7155,2.12,0,4.28
7164,3.96,0,4.28
7338,6.5,0,4.28
7708,9.93,0,4.28
8182,14.06,0,4.28
8826,18.37,0.1184,4.28
9296,23.64,0.2778,4.28
9508,27.01,0.3585,4.28
9577,27.7,0.3238,4.28
9583,27.58,0.3411,4.28
9478,26.75,0.3405,4.28
9384,26.18,0.286,4.28
9519,25.04,0.1028,4.28
10454,23.83,0,4.28
11026,21.36,0,4.28
10901,18.37,0,4.28
10594,14.69,0,4.28
10134,11.71,0,4.28
9398,9.1,0,4.28
8490,6.56,0,4.28
7652,4.47,0,4.28
7095,1.62,0,4.28
6796,1.22,0,4.28
6642,1.75,0,4.28
6656,4,0,4.28
6908,8.24,0,4.28
7675,13.41,0,4.28
9041,16.79,0,4.28
9692,19.24,0,4.28
9776,20.24,0.2628,4.28
9819,21.43,0.4358,4.28
9854,25.41,0.5505,4.28
9809,27.06,0.6131,4.28
9738,27.86,0.609,4.28
9686,27.33,0.5835,4.28
9608,27.06,0.4465,4.28
9689,25.94,0.2661,4.28
10558,24.61,0.0001,4.28
11379,21.76,0,4.28
11336,18.12,0,4.28
11070,13.81,0,4.28
10629,10.5,0,4.28
9895,7.32,0,4.28
8908,4.53,0,4.28
8018,2.68,0,4.28
7411,2.49,0,4.28
7115,1.8,0,4.28
6998,1.66,0,4.28
6986,2.46,0,4.28
7230,4.43,0,4.28
7992,7.27,0,4.28
9338,10.98,0,4.28
10070,15,0,4.28
10228,18.95,0.2441,4.28
10312,21.02,0.4013,4.28
10370,21.68,0.4707,4.28
10367,22.62,0.4622,4.28
10310,24.07,0.4498,4.28
10261,25.15,0.4513,4.28
10170,26.32,0.4101,4.28
10262,26.98,0.279,4.28
11054,25.67,0,4.28
11595,23.24,0,4.28
11480,19.29,0,4.28
11132,14.93,0,4.28
10641,11.4,0,4.28
9863,8.83,0,4.28
8784,6.2,0,4.28
7825,3.95,0,4.28
7218,1.69,0,4.28
6879,1.24,0,4.28
6676,1.74,0,4.28
6629,4.05,0,4.28
6823,8.71,0,4.28
7530,14,0,4.28
8866,17.32,0,4.28
9563,19.85,0,4.28
9674,20.91,0.1008,4.28
9709,20.01,0.2873,4.28
9749,19.9,0.5112,4.28
9744,20.63,0.536,4.28
9708,21.93,0.4996,4.28
9729,22.77,0.3911,4.28
9712,24.62,0.3097,4.28
9875,26.14,0.195,4.28
10821,25.41,0,4.28
11582,23.89,0,4.28
11583,19.68,0,4.28
11361,14.45,0,4.28
10976,10.46,0,4.28
10257,7.87,0,4.28
9281,4.67,0,4.28
8375,2.64,0,4.28
7823,1.76,0,4.28
7553,1.29,0,4.28
7437,1.82,0,4.28
7448,4.23,0,4.28
7720,9.1,0,4.28
8532,14.62,0,4.28
9931,18.08,0,4.28
10594,20.72,0,4.28
10631,21.84,0.2494,4.28
10599,20.9,0.4516,4.28
10549,20.78,0.6247,4.28
10421,21.54,0.6776,4.28
10276,22.89,0.6841,4.28
10196,23.77,0.3469,4.28
10123,25.71,0.517,4.28
10262,27.3,0.3333,4.28
11259,26.53,0.0573,4.28
12028,24.95,0,4.28
12032,20.54,0,4.28
11830,15.09,0,4.28
11449,10.92,0,4.28
10755,8.22,0,4.28
9753,4.87,0,4.28
8798,2.76,0,4.28
8191,1.86,0,4.28
7885,1.36,0,4.28
7728,1.92,0,4.28
7715,4.46,0,4.28
7937,9.61,0,4.28
8663,15.44,0,4.28
9990,19.1,0,4.28
10688,21.89,0,4.28
10802,23.07,0.0738,4.28
10781,22.07,0.1992,4.28
10752,21.95,0.2704,4.28
10625,22.76,0.3616,4.28
10465,24.18,0.3916,4.28
10431,25.11,0.3009,4.28
10378,27.16,0.1969,4.28
10490,28.83,0.0448,4.28
11272,28.03,0,4.28
11588,26.35,0,4.28
11383,21.7,0,4.28
11015,15.94,0,4.28
10590,11.53,0,4.28
10003,8.68,0,4.28
9166,5.15,0,4.28
8258,2.91,0,4.28
7590,2.86,0,4.28
7200,2.02,0,4.28
6973,1.96,0,4.28
6894,2.74,0,4.28
6947,5.09,0,4.28
7223,8.36,0,4.28
7754,12.69,0,4.28
8397,17.24,0,4.28
9103,21.85,0.1158,4.28
9578,24.2,0.0838,4.28
9807,24.98,0.1599,4.28
9821,26.13,0.2742,4.28
9718,27.76,0.4044,4.28
9577,28.98,0.439,4.28
9513,30.4,0.3592,4.28
9627,31.19,0.2206,4.28
10365,29.64,0,4.28
10760,26.81,0,4.28
10561,22.28,0,4.28
10215,17.32,0,4.28
9868,13.22,0,4.28
9384,10.32,0,4.28
8713,7.2,0,4.28
7936,4.66,0,4.28
7326,2.88,0,4.28
6934,3.71,0,4.28
6727,1.36,0,4.28
6636,2.12,0,4.28
6689,3.96,0,4.28
6884,6.5,0,4.28
7281,9.93,0,4.28
7698,14.06,0,4.28
8329,18.37,0.1664,4.28
8814,23.64,0.2594,4.28
9069,27.01,0.3346,4.28
9208,27.7,0.3242,4.28
9258,27.58,0.3183,4.28
9208,26.75,0.3444,4.28
9157,26.18,0.3399,4.28
9403,25.04,0.2398,4.28
10502,23.83,0,4.28
11126,21.36,0,4.28
11064,18.37,0,4.28
10807,14.69,0,4.28
10387,11.71,0,4.28
9693,9.1,0,4.28
8769,6.56,0,4.28
7894,4.47,0,4.28
7318,1.62,0,4.28
7026,1.22,0,4.28
6896,1.75,0,4.28
6881,4,0,4.28
7124,8.24,0,4.28
7859,13.41,0,4.28
9185,16.79,0,4.28
10055,19.24,0,4.28
10253,20.24,0.0007,4.28
10390,21.43,0.0505,4.28
10500,25.41,0.1048,4.28
10516,27.06,0.1705,4.28
10487,27.86,0.1971,4.28
10473,27.33,0.1052,4.28
10385,27.06,0.2212,4.28
10549,25.94,0.0074,4.28
11329,24.61,0,4.28
11796,21.76,0,4.28
11652,18.12,0,4.28
11302,13.81,0,4.28
10798,10.5,0,4.28
9997,7.32,0,4.28
9002,4.53,0,4.28
8009,2.68,0,4.28
7298,2.49,0,4.28
6918,1.8,0,4.28
6727,1.66,0,4.28
6693,2.46,0,4.28
6882,4.43,0,4.28
7636,7.27,0,4.28
9017,10.98,0,4.28
9834,15,0,4.28
10010,18.95,0.1639,4.28
10059,21.02,0.3664,4.28
10057,21.68,0.505,4.28
10028,22.62,0.5522,4.28
9935,24.07,0.5432,4.28
9917,25.15,0.5046,4.28
9880,26.32,0.39,4.28
10054,26.98,0.2203,4.28
11028,25.67,0,4.28
11804,23.24,0,4.28
11798,19.29,0,4.28
11573,14.93,0,4.28
11174,11.4,0,4.28
10458,8.83,0,4.28
9424,6.2,0,4.28
8462,3.95,0,4.28
7859,1.69,0,4.28
7568,1.24,0,4.28
7438,1.74,0,4.28
7448,4.05,0,4.28
7712,8.71,0,4.28
8497,14,0,4.28
9905,17.32,0,4.28
10639,19.85,0,4.28
10681,20.91,0.1778,4.28
10637,20.01,0.3212,4.28
10586,19.9,0.4819,4.28
10513,20.63,0.481,4.28
10385,21.93,0.4657,4.28
10350,22.77,0.4725,4.28
10273,24.62,0.3945,4.28
10460,26.14,0.2277,4.28
11452,25.41,0.0087,4.28
12182,23.89,0,4.28
12133,19.68,0,4.28
11913,14.45,0,4.28
11507,10.46,0,4.28
10813,7.87,0,4.28
9780,4.67,0,4.28
8789,2.64,0,4.28
8123,1.76,0,4.28
7784,1.29,0,4.28
7644,1.82,0,4.28
7658,4.23,0,4.28
7891,9.1,0,4.28
8660,14.62,0,4.28
10048,18.08,0,4.28
10751,20.72,0,4.28
10787,21.84,0.2204,4.28
10638,20.9,0.4407,4.28
10499,20.78,0.596,4.28
10356,21.54,0.6674,4.28
10201,22.89,0.6674,4.28
10134,23.77,0.6298,4.28
10061,25.71,0.5087,4.28
10198,27.3,0.3243,4.28
11142,26.53,0.02,4.28
12007,24.95,0,4.28
12019,20.54,0,4.28
11831,15.09,0,4.28
11463,10.92,0,4.28
10789,8.22,0,4.28
9777,4.87,0,4.28
8798,2.76,0,4.28
8150,1.86,0,4.28
7835,1.36,0,4.28
7694,1.92,0,4.28
7694,4.46,0,4.28
7926,9.61,0,4.28
8683,15.44,0,4.28
10038,19.1,0,4.28
10745,21.89,0,4.28
10774,23.07,0.2408,4.28
10651,22.07,0.4528,4.28
10540,21.95,0.5998,4.28
10390,22.76,0.6552,4.28
10184,24.18,0.6695,4.28
10044,25.11,0.6377,4.28
9969,27.16,0.5151,4.28
10081,28.83,0.3276,4.28
10996,28.03,0.0316,4.28
11644,26.35,0,4.28
11501,21.7,0,4.28
11220,15.94,0,4.28
10866,11.53,0,4.28
10350,8.68,0,4.28
9535,5.15,0,4.28
8636,2.91,0,4.28
7956,2.86,0,4.28
7558,2.02,0,4.28
7385,1.96,0,4.28
7329,2.74,0,4.28
7415,5.09,0,4.28
7730,8.36,0,4.28
8328,12.69,0,4.28
8937,17.24,0,4.28
9519,21.85,0.2379,4.28
9813,24.2,0.4528,4.28
9860,24.98,0.6037,4.28
9753,26.13,0.6357,4.28
9559,27.76,0.6786,4.28
9368,28.98,0.6462,4.28
9294,30.4,0.5241,4.28
9456,31.19,0.3343,4.28
10489,29.64,0.0421,4.28
11189,26.81,0,4.28
11102,22.28,0,4.28
10833,17.32,0,4.28
10562,13.22,0,4.28
10115,10.32,0,4.28
9450,7.2,0,4.28
8654,4.66,0,4.28
8002,2.88,0,4.28
7604,3.71,0,4.28
7391,1.36,0,4.28
7298,2.12,0,4.28
7324,3.96,0,4.28
7515,6.5,0,4.28
7925,9.93,0,4.28
8447,14.06,0,4.28
9200,18.37,0.0685,4.28
9807,23.64,0.2141,4.28
10133,27.01,0.3076,4.28
10329,27.7,0.3144,4.28
10480,27.58,0.3146,4.28
10529,26.75,0.3613,4.28
10546,26.18,0.1576,4.28
10778,25.04,0.0108,4.28
11574,23.83,0,4.28
11976,21.36,0,4.28
11878,18.37,0,4.28
11551,14.69,0,4.28
11111,11.71,0,4.28
10487,9.1,0,4.28
9573,6.56,0,4.28
8649,4.47,0,4.28
7970,1.62,0,4.28
7576,1.22,0,4.28
7430,1.75,0,4.28
7412,4,0,4.28
7658,8.24,0,4.28
8378,13.41,0,4.28
9688,16.79,0,4.28
10594,19.24,0,4.28
10868,20.24,0.0047,4.28
10975,21.43,0.0927,4.28
11084,25.41,0.4885,4.28
11101,27.06,0.2045,4.28
11032,27.86,0.2195,4.28
10988,27.33,0.2344,4.28
10911,27.06,0.1627,4.28
11057,25.94,0.0863,4.28
11885,24.61,0,4.28
12358,21.76,0,4.28
12236,18.12,0,4.28
11929,13.81,0,4.28
11458,10.5,0,4.28
10660,7.32,0,4.28
9581,4.53,0,4.28
8551,2.68,0,4.28
7846,2.49,0,4.28
7499,1.8,0,4.28
7307,1.66,0,4.28
7270,2.46,0,4.28
7457,4.43,0,4.28
8157,7.27,0,4.28
9462,10.98,0,4.28
10299,15,0,4.28
10434,18.95,0.0207,4.28
10482,21.02,0.0515,4.28
10545,21.68,0.1372,4.28
10526,22.62,0.234,4.28
10414,24.07,0.3238,4.28
10366,25.15,0.3697,4.28
10287,26.32,0.2723,4.28
10414,26.98,0.1336,4.28
11220,25.67,0,4.28
11815,23.24,0,4.28
11739,19.29,0,4.28
11469,14.93,0,4.28
11037,11.4,0,4.28
10308,8.83,0,4.28
9289,6.2,0,4.28
8287,3.95,0,4.28
7571,1.69,0,4.28
7214,1.24,0,4.28
7066,1.74,0,4.28
7064,4.05,0,4.28
7305,8.71,0,4.28
8040,14,0,4.28
9396,17.32,0,4.28
10188,19.85,0,4.28
10302,20.91,0.131,4.28
10320,20.01,0.3268,4.28
10324,19.9,0.4726,4.28
10273,20.63,0.4975,4.28
10179,21.93,0.466,4.28
10191,22.77,0.4577,4.28
10181,24.62,0.3858,4.28
10321,26.14,0.2499,4.28
11211,25.41,0.0011,4.28
11925,23.89,0,4.28
11886,19.68,0,4.28
11642,14.45,0,4.28
11261,10.46,0,4.28
10572,7.87,0,4.28
9554,4.67,0,4.28
8528,2.64,0,4.28
7849,1.76,0,4.28
7476,1.29,0,4.28
7318,1.82,0,4.28
7319,4.23,0,4.28
7565,9.1,0,4.28
8336,14.62,0,4.28
9713,18.08,0,4.28
10423,20.72,0,4.28
10524,21.84,0.2102,4.28
10487,20.9,0.4132,4.28
10425,20.78,0.5376,4.28
10316,21.54,0.5974,4.28
10163,22.89,0.5731,4.28
10143,23.77,0.4995,4.28
10178,25.71,0.3932,4.28
10405,27.3,0.1858,4.28
11272,26.53,0,4.28
11889,24.95,0,4.28
11819,20.54,0,4.28
11594,15.09,0,4.28
11266,10.92,0,4.28
10591,8.22,0,4.28
9576,4.87,0,4.28
8585,2.76,0,4.28
7884,1.86,0,4.28
7487,1.36,0,4.28
7295,1.92,0,4.28
7292,4.46,0,4.28
7473,9.61,0,4.28
8136,15.44,0,4.28
9371,19.1,0,4.28
10270,21.89,0,4.28
10570,23.07,0,4.28
10718,22.07,0.0446,4.28
10774,21.95,0.0583,4.28
10732,22.76,0.0588,4.28
10536,24.18,0.0315,4.28
10385,25.11,0.0289,4.28
10180,27.16,0.1648,4.28
10127,28.83,0.285,4.28
10860,28.03,0,4.28
11395,26.35,0,4.28
11216,21.7,0,4.28
10903,15.94,0,4.28
10530,11.53,0,4.28
10004,8.68,0,4.28
9233,5.15,0,4.28
8344,2.91,0,4.28
7689,2.86,0,4.28
7298,2.02,0,4.28
7081,1.96,0,4.28
7021,2.74,0,4.28
7089,5.09,0,4.28
7337,8.36,0,4.28
7883,12.69,0,4.28
8505,17.24,0,4.28
9213,21.85,0.0978,4.28
9678,24.2,0.2792,4.28
9830,24.98,0.4105,4.28
9865,26.13,0.4492,4.28
9798,27.76,0.4963,4.28
9722,28.98,0.4878,4.28
9709,30.4,0.4023,4.28
9875,31.19,0.2639,4.28
10741,29.64,0.0209,4.28
11428,26.81,0,4.28
11394,22.28,0,4.28
11154,17.32,0,4.28
10865,13.22,0,4.28
10443,10.32,0,4.28
9751,7.2,0,4.28
8930,4.66,0,4.28
8253,2.88,0,4.28
7822,3.71,0,4.28
7593,1.36,0,4.28
7487,2.12,0,4.28
7505,3.96,0,4.28
7709,6.5,0,4.28
8124,9.93,0,4.28
8572,14.06,0,4.28
9157,18.37,0.2274,4.28
9539,23.64,0.4451,4.28
9669,27.01,0.5487,4.28
9753,27.7,0.5288,4.28
9784,27.58,0.4508,4.28
9718,26.75,0.4375,4.28
9642,26.18,0.3749,4.28
9703,25.04,0.2477,4.28
10576,23.83,0.0342,4.28
11314,21.36,0,4.28
11306,18.37,0,4.28
11099,14.69,0,4.28
10825,11.71,0,4.28
10312,9.1,0,4.28
9579,6.56,0,4.28
8713,4.47,0,4.28
8020,1.62,0,4.28
7619,1.22,0,4.28
7413,1.75,0,4.28
7375,4,0,4.28
7538,8.24,0,4.28
7979,13.41,0,4.28
8667,16.79,0,4.28
9277,19.24,0,4.28
9817,20.24,0.2255,4.28
10118,21.43,0.4422,4.28
10220,25.41,0.5408,4.28
10171,27.06,0.6649,4.28
10007,27.86,0.6653,4.28
9875,27.33,0.6232,4.28
9850,27.06,0.4789,4.28
9948,25.94,0.2156,4.28
10723,24.61,0.0405,4.28
11146,21.76,0,4.28
10708,18.12,0,4.28
10271,13.81,0,4.28
9990,10.5,0,4.28
9725,7.32,0,4.28
9288,4.53,0,4.28
8669,2.68,0,4.28
8029,2.49,0,4.28
