BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
t4585,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8744.0,-0.0,-8744.0,640.5323812366639,6600.467618763336,-0.0,0.0,0.0,0.0,0.0,-4744.0,-0.0,-2497.0,5192.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1192.0
t4586,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8218.0,-0.0,-8218.0,483.2354401284768,6081.7645598715235,-0.0,0.0,0.0,0.0,0.0,-4218.0,-0.0,-2347.0,5120.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1120.0
t4587,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7898.0,-0.0,-7898.0,239.96990418474786,6091.67611083184,-0.0,0.0,0.0,0.0,0.0,-4075.6460150165876,-0.0,-2256.0,4899.353984983412,0.0,-0.0,0.0,0.0,0.0,0.0,-3822.3539849834124,-0.0,-1077.0
t4588,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7751.0,-0.0,-7751.0,194.525455173419,5770.474544826581,-0.0,0.0,0.0,0.0,0.0,-3751.0,-0.0,-2214.0,5057.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1057.0
t4589,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7813.0,-0.0,-7813.0,138.63459891410525,6709.437578472711,-0.0,0.0,0.0,0.0,0.0,-4616.072177386816,-0.0,-2232.0,4261.927822613184,0.0,-0.0,0.0,0.0,0.0,0.0,-3196.9278226131837,-0.0,-1065.0
t4590,3119.0107651686503,0.0,-0.0,0.0,0.0,0.0,0.0,5022.98923483135,-0.0,-8142.0,4906.11238540125,0.0,-0.0,0.0,0.0,0.0,0.0,-2581.1123854012503,-0.0,-2325.0,3551.8768494300994,0.0,-0.0,0.0,0.0,0.0,0.0,-2441.8768494300994,-0.0,-1110.0
t4591,3584.8606810864885,0.0,-0.0,0.0,0.0,0.0,0.0,5493.1393189135115,-0.0,-9078.0,7887.727647247313,0.0,-0.0,0.0,0.0,0.0,0.0,-5294.727647247313,-0.0,-2593.0,1435.4116716661983,0.0,-0.0,0.0,0.0,0.0,0.0,-198.41167166619834,-0.0,-1237.0
t4592,8137.815718689734,0.0,-0.0,0.0,0.0,0.0,0.0,2082.1842813102658,-0.0,-10220.0,6394.184281310266,0.0,-0.0,0.0,0.0,0.0,0.0,-3475.1842813102658,-0.0,-2919.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1393.0,-0.0,-1393.0
t4593,13400.463987574061,0.0,-0.0,0.0,0.0,0.0,0.0,-2315.4639875740613,-0.0,-11085.0,2361.5360124259387,0.0,-0.0,0.0,0.0,0.0,0.0,804.4639875740613,-0.0,-3166.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1511.0,-0.0,-1511.0
t4594,16777.87587797839,0.0,-46.875877978389326,0.0,0.0,0.0,0.0,-4965.0,-0.0,-11766.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3361.0,-0.0,-3361.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1604.0,-0.0,-1604.0
t4595,20588.38261208758,0.0,-0.0,0.0,0.0,0.0,0.0,-8217.382612087578,-0.0,-12371.0,25593.51489184804,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,4217.382612087578,-0.0,-3533.0,0.0,0.0,-2314.0,0.0,0.0,0.0,0.0,4000.0,-0.0,-1686.0
t4596,22247.972937544873,0.0,-3964.9729375448733,0.0,0.0,0.0,0.0,-5425.0,-0.0,-12858.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3672.0,-0.0,-3672.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1753.0,-0.0,-1753.0
t4597,22244.333485076768,0.0,-3491.333485076768,0.0,0.0,0.0,0.0,-5565.0,-0.0,-13188.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3767.0,-0.0,-3767.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1798.0,-0.0,-1798.0
t4598,26014.80624203677,0.0,-4819.806242036771,0.0,0.0,0.0,0.0,-7735.0,-0.0,-13460.0,0.0,0.0,-2056.0,0.0,0.0,0.0,0.0,5900.0,-0.0,-3844.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1835.0,-0.0,-1835.0
t4599,20097.056528892983,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,1546.9826342767556,-0.0,-13601.0,7285.982634276756,0.0,-0.0,0.0,0.0,0.0,0.0,-3400.9826342767556,-0.0,-3885.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1854.0,-0.0,-1854.0
t4600,16756.03916316974,0.0,-4411.561786877159,0.0,0.0,0.0,0.0,1355.5226237074203,-0.0,-13700.0,33414.42012764304,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,-3223.5226237074203,-0.0,-3913.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1868.0,-0.0,-1868.0
t4601,12141.213433608655,0.0,-0.0,0.0,0.0,0.0,0.0,1676.7865663913453,-0.0,-13818.0,25879.065193159353,0.0,-18371.278626768006,0.0,0.0,0.0,0.0,-3560.7865663913453,-0.0,-3947.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1884.0,-0.0,-1884.0
t4602,6154.314123570814,0.0,-0.0,0.0,0.0,0.0,0.0,7633.685876429186,-0.0,-13788.0,15145.250250513525,0.0,-5308.250250513525,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3937.0,1656.9889074716557,1956.6969689575299,-0.0,0.0,0.0,0.0,0.0,-1733.6858764291856,-0.0,-1880.0
t4603,2780.541685634596,3386.5415479878884,-0.0,0.0,0.0,0.0,0.0,7281.916766377515,-0.0,-13449.0,7334.114362446748,0.0,-0.0,0.0,0.0,0.0,0.0,-3493.114362446748,-0.0,-3841.0,2306.1472954573674,3315.6551084734,-0.0,0.0,0.0,0.0,0.0,-3788.8024039307675,-0.0,-1833.0
t4604,1535.8489415416225,8043.0391631697385,-0.0,0.0,0.0,0.0,0.0,3359.111895288639,-0.0,-12938.0,3710.724336959483,1262.398052431709,-0.0,0.0,0.0,0.0,0.0,-1278.122389391192,-0.0,-3695.0,3844.989505897447,0.0,-0.0,0.0,0.0,0.0,0.0,-2080.989505897447,-0.0,-1764.0
t4605,0.0,3926.445006757267,-0.0,0.0,0.0,0.0,0.0,8761.554993242733,-0.0,-12688.0,524.8606266159803,8999.13937338402,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3624.0,4591.554993242733,0.0,-0.0,0.0,0.0,0.0,0.0,-2861.554993242733,-0.0,-1730.0
t4606,0.0,8043.0391631697385,-0.0,0.0,0.0,0.0,0.0,4286.9608368302615,-0.0,-12330.0,1295.7801228439932,2512.1807139862685,-0.0,0.0,0.0,0.0,0.0,-286.96083683026154,-0.0,-3521.0,5681.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1681.0
t4607,0.0,1298.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11198.0,953.8881950160624,8144.111804983938,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3198.0,5527.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1527.0
t4608,0.0,108.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10008.0,260.89116138413806,8498.108838615863,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2859.0,5364.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1364.0
t4609,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,9141.0,-0.0,-9141.0,187.86138692156732,7563.138613078433,-0.0,0.0,0.0,0.0,0.0,-5141.0,-0.0,-2610.0,5247.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1247.0
t4610,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8576.0,-0.0,-8576.0,353.08461657495565,6671.915383425045,-0.0,0.0,0.0,0.0,0.0,-4576.0,-0.0,-2449.0,5169.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1169.0
t4611,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8198.0,-0.0,-8198.0,696.8452949363945,5842.154705063605,-0.0,0.0,0.0,0.0,0.0,-4198.0,-0.0,-2341.0,5117.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1117.0
t4612,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8001.0,-0.0,-8001.0,807.650316004703,5478.349683995297,-0.0,0.0,0.0,0.0,0.0,-4001.0,-0.0,-2285.0,5090.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1090.0
t4613,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8042.0,-0.0,-8042.0,532.3699244895198,5806.63007551048,-0.0,0.0,0.0,0.0,0.0,-4042.0,-0.0,-2297.0,5096.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1096.0
t4614,4017.9555247913536,0.0,-0.0,0.0,0.0,0.0,0.0,4353.044475208646,-0.0,-8371.0,4458.87009612434,0.0,-0.0,0.0,0.0,0.0,0.0,-2067.8700961243403,-0.0,-2391.0,3426.1743790843057,0.0,-0.0,0.0,0.0,0.0,0.0,-2285.1743790843057,-0.0,-1141.0
t4615,3195.4392669989206,0.0,-0.0,0.0,0.0,0.0,0.0,6166.560733001079,-0.0,-9362.0,8145.230783497655,0.0,-0.0,0.0,0.0,0.0,0.0,-5471.230783497655,-0.0,-2674.0,1972.3299495034244,0.0,-0.0,0.0,0.0,0.0,0.0,-695.3299495034244,-0.0,-1277.0
t4616,7974.040357624869,0.0,-0.0,0.0,0.0,0.0,0.0,2562.959642375131,-0.0,-10537.0,7009.959642375131,0.0,-0.0,0.0,0.0,0.0,0.0,-3999.959642375131,-0.0,-3010.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1437.0,-0.0,-1437.0
t4617,14037.36816949298,0.0,-0.0,0.0,0.0,0.0,0.0,-2585.36816949298,-0.0,-11452.0,2246.63183050702,0.0,-0.0,0.0,0.0,0.0,0.0,1024.36816949298,-0.0,-3271.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1561.0,-0.0,-1561.0
t4618,18575.765397223793,0.0,-1204.7653972237931,0.0,0.0,0.0,0.0,-5155.0,-0.0,-12216.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3489.0,-0.0,-3489.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1666.0,-0.0,-1666.0
t4619,21905.864405542714,0.0,-1232.864405542714,0.0,0.0,0.0,0.0,-7704.0,-0.0,-12969.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3704.0,-0.0,-3704.0,0.0,0.0,-2232.0,0.0,0.0,0.0,0.0,4000.0,-0.0,-1768.0
t4620,23423.516084743795,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,-1821.4769215740562,-0.0,-13559.0,32328.420582361563,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,-2178.523078425944,-0.0,-3872.0,0.0,0.0,-2152.0,0.0,0.0,0.0,0.0,4000.0,-0.0,-1848.0
t4621,22400.82994120542,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,-485.79077803568,-0.0,-13872.0,31646.10672589994,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,-1406.20922196432,-0.0,-3962.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1892.0,-0.0,-1892.0
t4622,26942.866621404337,0.0,-6729.866621404337,0.0,0.0,0.0,0.0,-5998.0,-0.0,-14215.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,4060.0,-0.0,-4060.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1938.0,-0.0,-1938.0
t4623,20486.47794298055,0.0,-0.0,0.0,0.0,0.0,0.0,-6038.477942980549,-0.0,-14448.0,58.522057019450585,0.0,-0.0,0.0,0.0,0.0,0.0,4068.4779429805494,-0.0,-4127.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1970.0,-0.0,-1970.0
t4624,17218.24962661947,0.0,-0.0,0.0,0.0,0.0,0.0,-2621.2496266194685,-0.0,-14597.0,3537.7503733805315,0.0,-0.0,0.0,0.0,0.0,0.0,631.2496266194685,-0.0,-4169.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1990.0,-0.0,-1990.0
t4625,12366.859486631358,0.0,-0.0,0.0,0.0,0.0,0.0,2336.140513368642,-0.0,-14703.0,25723.20803174467,0.0,-17184.06751837603,0.0,0.0,0.0,0.0,-4340.140513368642,-0.0,-4199.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2004.0,-0.0,-2004.0
t4626,6132.477408762165,0.0,-0.0,0.0,0.0,0.0,0.0,8449.522591237834,-0.0,-14582.0,10065.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4165.0,4537.522591237835,0.0,-0.0,0.0,0.0,0.0,0.0,-2549.5225912378346,-0.0,-1988.0
t4627,2656.8003017189203,1615.1996982810797,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-14172.0,8125.547619761634,1822.4523802383655,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4048.0,3637.341689720545,2294.658310279455,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1932.0
t4628,1874.3180210756766,4612.023259896734,-0.0,0.0,0.0,0.0,0.0,7062.6587190275895,-0.0,-13549.0,5960.693062018781,3809.3069379812187,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3870.0,3010.65871902759,0.0,-0.0,0.0,0.0,0.0,0.0,-1162.65871902759,-0.0,-1848.0
t4629,0.0,4489.832986276138,-0.0,0.0,0.0,0.0,0.0,8763.167013723862,-0.0,-13253.0,1147.4115783400841,8537.588421659915,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3785.0,4670.167013723862,0.0,-0.0,0.0,0.0,0.0,0.0,-2863.1670137238616,-0.0,-1807.0
t4630,0.0,3307.117946027188,-0.0,0.0,0.0,0.0,0.0,9480.882053972811,-0.0,-12788.0,1445.2743590438654,8106.725640956134,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3652.0,5323.882053972812,0.0,-0.0,0.0,0.0,0.0,0.0,-3580.882053972812,-0.0,-1743.0
t4631,0.0,8043.0391631697385,-0.0,0.0,0.0,0.0,0.0,3553.9608368302615,-0.0,-11597.0,1538.9848420442256,1326.975994786036,-0.0,0.0,0.0,0.0,0.0,446.03916316973846,-0.0,-3312.0,5581.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1581.0
t4632,0.0,473.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10373.0,1973.657274495443,6888.342725504557,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2962.0,5414.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1414.0
t4633,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,9427.0,-0.0,-9427.0,2002.0324494496458,6116.967550550355,-0.0,0.0,0.0,0.0,0.0,-5427.0,-0.0,-2692.0,5285.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1285.0
t4634,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8822.0,-0.0,-8822.0,2240.927730518865,5100.072269481136,-0.0,0.0,0.0,0.0,0.0,-4822.0,-0.0,-2519.0,5202.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1202.0
t4635,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8450.0,-0.0,-8450.0,2474.4247276966285,4389.575272303371,-0.0,0.0,0.0,0.0,0.0,-4450.0,-0.0,-2414.0,5152.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1152.0
t4636,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8247.0,-0.0,-8247.0,2159.9369812243262,4442.063018775674,-0.0,0.0,0.0,0.0,0.0,-4247.0,-0.0,-2355.0,5124.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1124.0
t4637,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8287.0,-0.0,-8287.0,1290.8870286447814,5363.112971355218,-0.0,0.0,0.0,0.0,0.0,-4287.0,-0.0,-2367.0,5130.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1130.0
t4638,4909.6213794778405,0.0,-0.0,0.0,0.0,0.0,0.0,3712.3786205221595,-0.0,-8622.0,5746.385777376049,0.0,-0.0,0.0,0.0,0.0,0.0,-3284.385777376049,-0.0,-2462.0,1603.9928431461103,0.0,-0.0,0.0,0.0,0.0,0.0,-427.9928431461103,-0.0,-1176.0
t4639,3166.3236472540557,0.0,-0.0,0.0,0.0,0.0,0.0,6383.676352745944,-0.0,-9550.0,6166.522473363449,0.0,-0.0,0.0,0.0,0.0,0.0,-3438.5224733634486,-0.0,-2728.0,4247.153879382496,0.0,-0.0,0.0,0.0,0.0,0.0,-2945.1538793824957,-0.0,-1302.0
t4640,7930.366928007572,0.0,-0.0,0.0,0.0,0.0,0.0,2842.633071992428,-0.0,-10773.0,13505.361856498192,0.0,-6117.7287845057635,0.0,0.0,0.0,0.0,-4311.633071992428,-0.0,-3076.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1469.0,-0.0,-1469.0
t4641,13327.6749382119,0.0,-0.0,0.0,0.0,0.0,0.0,-1566.6749382118996,-0.0,-11761.0,3396.3250617881004,0.0,-0.0,0.0,0.0,0.0,0.0,-37.325061788100356,-0.0,-3359.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1604.0,-0.0,-1604.0
t4642,16486.71968052974,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,4178.3194826399995,-0.0,-12622.0,9504.31948264,0.0,-0.0,0.0,0.0,0.0,0.0,-5899.3194826399995,-0.0,-3605.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1721.0,-0.0,-1721.0
t4643,18703.14623360758,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,2729.89292956216,-0.0,-13390.0,9724.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3824.0,0.0,0.0,-1344.1070704378399,0.0,0.0,0.0,0.0,3170.10707043784,-0.0,-1826.0
t4644,18295.52755717947,0.0,-0.0,0.0,0.0,0.0,0.0,-4297.52755717947,-0.0,-13998.0,1607.47244282053,0.0,-0.0,0.0,0.0,0.0,0.0,2389.52755717947,-0.0,-3997.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1908.0,-0.0,-1908.0
t4645,17687.738995005413,0.0,-1555.5161931855837,0.0,0.0,0.0,0.0,-1692.2228018198293,-0.0,-14440.0,32709.67470211579,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,-2307.7771981801707,-0.0,-4124.0,0.0,0.0,-2031.0,0.0,0.0,0.0,0.0,4000.0,-0.0,-1969.0
t4646,18364.677154073524,0.0,-7448.677154073524,0.0,0.0,0.0,0.0,3882.0,-0.0,-14798.0,10127.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4227.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2018.0,-0.0,-2018.0
t4647,17440.256227174064,0.0,-0.0,0.0,0.0,0.0,0.0,-2514.2562271740644,-0.0,-14926.0,27525.729985497066,0.0,-23741.98621267113,0.0,0.0,0.0,0.0,479.2562271740644,-0.0,-4263.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2035.0,-0.0,-2035.0
t4648,14863.52387975352,0.0,-3828.5238797535203,0.0,0.0,0.0,0.0,3868.0,-0.0,-14903.0,10157.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4257.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2032.0,-0.0,-2032.0
t4649,10550.77270504541,0.0,-0.0,0.0,0.0,0.0,0.0,4255.2272949545895,-0.0,-14806.0,17184.94614554913,0.0,-7056.946145549129,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4228.0,374.2272949545895,0.0,-0.0,0.0,0.0,0.0,0.0,1644.7727050454105,-0.0,-2019.0
t4650,5575.641181141625,1852.3705982848933,-0.0,0.0,0.0,0.0,0.0,7045.988220573481,-0.0,-14474.0,8861.574650866893,0.0,-0.0,0.0,0.0,0.0,0.0,-4727.574650866892,-0.0,-4134.0,4292.413569706589,0.0,-0.0,0.0,0.0,0.0,0.0,-2318.4135697065894,-0.0,-1974.0
t4651,1863.3996636713525,3399.394340045048,-0.0,0.0,0.0,0.0,0.0,8618.2059962836,-0.0,-13881.0,2957.118642043749,6906.881357956252,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3964.0,4611.205996283599,0.0,-0.0,0.0,0.0,0.0,0.0,-2718.2059962835992,-0.0,-1893.0
t4652,287.5167449805407,3660.87699707557,-0.0,0.0,0.0,0.0,0.0,9356.60625794389,-0.0,-13305.0,236.5816584106644,9463.418341589335,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3800.0,5270.606257943889,0.0,-0.0,0.0,0.0,0.0,0.0,-3456.6062579438894,-0.0,-1814.0
t4653,0.0,3188.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-13088.0,544.2577252853284,9092.742274714672,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3737.0,5784.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1784.0
t4654,0.0,2773.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-12673.0,810.6504586723247,8708.349541327676,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3619.0,5728.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1728.0
t4655,0.0,1719.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11619.0,762.5764911701535,8455.423508829846,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3318.0,5434.462581012881,149.53741898711905,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1584.0
t4656,0.0,852.57271675419,-0.0,0.0,0.0,0.0,0.0,9656.42728324581,-0.0,-10509.0,489.71143013104864,8411.288569868952,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3001.0,5189.42728324581,0.0,-0.0,0.0,0.0,0.0,0.0,-3756.42728324581,-0.0,-1433.0
t4657,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,9642.0,-0.0,-9642.0,805.6813629417853,7590.318637058215,-0.0,0.0,0.0,0.0,0.0,-5642.0,-0.0,-2754.0,5314.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1314.0
t4658,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,9092.0,-0.0,-9092.0,1110.5198117098475,6578.480188290152,-0.0,0.0,0.0,0.0,0.0,-5092.0,-0.0,-2597.0,5240.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1240.0
t4659,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8730.0,-0.0,-8730.0,1724.7724643985184,5499.227535601482,-0.0,0.0,0.0,0.0,0.0,-4730.0,-0.0,-2494.0,5190.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1190.0
t4660,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8516.0,-0.0,-8516.0,1849.0373527853535,5098.9626472146465,-0.0,0.0,0.0,0.0,0.0,-4516.0,-0.0,-2432.0,5161.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1161.0
t4661,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8455.0,-0.0,-8455.0,1949.1312143595894,4919.86878564041,-0.0,0.0,0.0,0.0,0.0,-4455.0,-0.0,-2414.0,5152.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1152.0
t4662,32.75507221297299,0.0,-0.0,0.0,0.0,0.0,0.0,8523.244927787027,-0.0,-8556.0,1929.3476316737442,5037.897296113283,-0.0,0.0,0.0,0.0,0.0,-4523.244927787027,-0.0,-2444.0,5166.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1166.0
t4663,1732.3793748194605,0.0,-0.0,0.0,0.0,0.0,0.0,7175.62062518054,-0.0,-8908.0,5720.62062518054,0.0,-0.0,0.0,0.0,0.0,0.0,-3175.6206251805397,-0.0,-2545.0,5215.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1215.0
t4664,6893.122974596761,0.0,-0.0,0.0,0.0,0.0,0.0,2714.877025403239,-0.0,-9608.0,6768.877025403239,0.0,-0.0,0.0,0.0,0.0,0.0,-4024.877025403239,-0.0,-2744.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1310.0,-0.0,-1310.0
t4665,11249.547578922167,0.0,-0.0,0.0,0.0,0.0,0.0,-698.5475789221673,-0.0,-10551.0,23507.325780327257,0.0,-19752.873359249425,0.0,0.0,0.0,0.0,-740.4524210778327,-0.0,-3014.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1439.0,-0.0,-1439.0
t4666,14222.980245366492,0.0,-0.0,0.0,0.0,0.0,0.0,-2825.9802453664925,-0.0,-11397.0,30182.078127869016,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,-649.1806239333964,-0.0,-3255.0,0.0,0.0,-1921.1608692998889,0.0,0.0,0.0,0.0,3475.160869299889,-0.0,-1554.0
t4667,16424.8489885719,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,3644.1901745978394,-0.0,-12026.0,8719.19017459784,0.0,-0.0,0.0,0.0,0.0,0.0,-5284.190174597839,-0.0,-3435.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1640.0,-0.0,-1640.0
t4668,18029.847527007576,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,2553.1916361621625,-0.0,-12540.0,7844.1916361621625,0.0,-0.0,0.0,0.0,0.0,0.0,-4263.1916361621625,-0.0,-3581.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1710.0,-0.0,-1710.0
t4669,19813.17923638055,0.0,-1420.1792363805507,0.0,0.0,0.0,0.0,-5457.0,-0.0,-12936.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3694.0,-0.0,-3694.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1763.0,-0.0,-1763.0
t4670,21494.6062766465,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,-190.56711347676173,-0.0,-13261.0,33874.330390458854,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,-3809.4328865232383,-0.0,-3787.0,0.0,0.0,-2192.0,0.0,0.0,0.0,0.0,4000.0,-0.0,-1808.0
