Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_H2_z1,Demand_H2_z2,Demand_H2_z3
7329,9279,2649,1265,768.9231,4523.5476,1703.4963
7330,9383,2680,1279,735.5931,4329.2337,1630.1703
7331,9459,2701,1289,731.5935,4304.9028,1621.1712
7332,9385,2680,1279,758.5908,4462.887,1680.4986
7333,9305,2657,1268,805.9194,4742.5257,1785.8214
7334,9291,2654,1267,836.9163,4924.8408,1854.8145
7335,9200,2627,1254,905.2428,5326.134,2005.7994
7336,9147,2612,1247,960.9039,5654.4345,2129.4537
7337,9297,2655,1267,934.2399,5496.4503,2069.793
7338,9724,2777,1326,878.2455,5168.1498,1946.1387
7339,10063,2874,1372,723.261,4256.241,1602.8397
7340,9823,2805,1339,531.2802,3125.3541,1176.8823
7341,9456,2700,1289,384.2949,2261.7738,851.9148
7342,8934,2551,1218,289.3044,1702.4964,641.2692
7343,8225,2349,1121,171.6495,1009.2324,379.962
7344,7491,2139,1021,96.9903,571.6095,215.3118
7345,6933,1980,945,95.3238,561.6105,211.6455
7346,6589,1882,899,67.3266,396.2937,149.3184
7347,6424,1834,876,65.3268,383.6283,144.6522
7348,6346,1813,865,91.3242,538.2795,202.6464
7349,6398,1827,872,169.6497,998.2335,375.9624
7350,6647,1898,906,278.6388,1639.1694,617.2716
7351,7168,2047,977,422.9577,2488.7511,937.2396
7352,7730,2208,1054,574.6092,3379.9953,1272.8727
7353,8280,2364,1129,728.2605,4285.2381,1613.8386
7354,8666,2474,1181,806.586,4745.5254,1787.1546
7355,8792,2511,1199,832.5834,4899.8433,1845.1488
7356,8748,2498,1192,870.9129,5123.8209,1929.4737
7357,8634,2466,1177,925.2408,5444.7888,2050.4616
7358,8481,2422,1156,965.9034,5682.765,2140.1193
7359,8362,2388,1140,1013.232,5962.0704,2245.1088
7360,8316,2374,1134,1039.5627,6116.3883,2303.4363
7361,8517,2432,1161,987.9012,5812.0854,2188.7811
7362,9069,2590,1236,893.5773,5257.1409,1979.802
7363,9568,2732,1304,742.5924,4368.5631,1645.1688
7364,9365,2675,1277,577.2756,3396.6603,1279.2054
7365,9078,2593,1237,440.6226,2591.7408,975.9024
7366,8656,2472,1180,343.9656,2023.131,761.9238
7367,8089,2310,1103,239.976,1412.5254,531.9468
7368,7494,2140,1021,155.3178,913.5753,343.9656
7369,6949,1984,947,95.9904,565.2768,212.9787
7370,6507,1858,887,123.6543,727.2606,273.9726
7371,6314,1803,861,45.3288,266.3067,100.3233
7372,6304,1800,859,70.6596,415.9584,156.651
7373,6414,1832,874,131.9868,776.9223,292.6374
7374,6687,1910,912,216.645,1274.8725,479.952
7375,7075,2020,964,330.9669,1947.1386,733.26
7376,7640,2182,1041,468.6198,2756.391,1038.2295
7377,8202,2342,1118,612.2721,3602.973,1356.8643
7378,8477,2420,1156,787.9212,4636.5363,1746.1587
7379,8510,2430,1160,900.2433,5296.4703,1994.4672
7380,8481,2422,1156,923.241,5433.4566,2046.1287
7381,8428,2407,1149,919.2414,5408.4591,2036.7963
7382,8366,2389,1140,891.5775,5246.4753,1975.8024
7383,8342,2383,1137,872.5794,5134.4865,1933.4733
7384,8492,2425,1157,834.5832,4910.5089,1849.1484
7385,9285,2651,1266,794.2539,4673.8659,1760.1573
7386,9997,2855,1363,711.9288,4188.2478,1577.1756
7387,10020,2861,1366,612.2721,3602.973,1356.8643
7388,9713,2774,1324,489.6177,2881.0452,1084.8915
7389,9387,2680,1280,390.2943,2295.7704,864.5802
7390,8555,2443,1166,303.303,1785.4881,672.2661
7391,7755,2215,1057,218.6448,1287.2046,484.9515
7392,7082,2023,965,148.9851,876.579,329.967
7393,6782,1937,924,53.9946,316.9683,119.3214
7394,6581,1879,897,40.6626,238.9761,89.991
7395,6505,1858,887,58.3275,342.9657,129.3204
7396,6550,1870,893,133.32,784.9215,295.6371
7397,6827,1950,931,274.6392,1616.505,608.9391
7398,7644,2183,1042,446.9553,2630.4036,990.5676
7399,8992,2568,1226,559.6107,3293.004,1240.2093
7400,9716,2775,1324,641.2692,3773.9559,1421.1912
7401,9891,2825,1348,674.5992,3968.9364,1494.5172
7402,9973,2849,1360,714.2619,4202.913,1582.8417
7403,9995,2855,1363,846.9153,4982.5017,1876.479
7404,9959,2845,1358,901.9098,5307.4692,1998.8001
7405,9875,2820,1346,928.5738,5463.4536,2057.4609
7406,9805,2800,1337,910.9089,5359.464,2018.1315
7407,9639,2753,1314,901.9098,5307.4692,1998.8001
7408,9717,2775,1325,864.5802,5086.4913,1915.4751
7409,10430,2979,1422,820.2513,4826.5173,1817.4849
7410,11293,3225,1540,725.2608,4267.5732,1607.1726
7411,11238,3210,1532,603.9396,3552.978,1337.8662
7412,10930,3121,1490,460.2873,2708.3958,1019.898
7413,10459,2987,1426,349.965,2058.4608,775.2558
7414,9726,2778,1326,243.9756,1434.8565,540.2793
7415,8839,2525,1205,150.9849,888.9111,334.6332
7416,8038,2295,1095,89.3244,524.9475,197.6469
7417,7549,2156,1029,82.9917,488.9511,184.3149
7418,7310,2088,996,59.994,353.298,132.9867
7419,7228,2064,985,55.3278,325.9674,122.6544
7420,7262,2073,989,81.9918,482.2851,181.6485
7421,7519,2148,1025,147.6519,869.5797,327.3006
7422,8322,2376,1135,242.3091,1426.524,537.2796
7423,9464,2703,1290,365.9634,2153.4513,810.9189
7424,10030,2865,1368,499.95,2941.3725,1107.5559
7425,10132,2894,1382,631.6035,3715.6284,1399.1934
7426,10119,2890,1379,700.5966,4123.2543,1552.8447
7427,10087,2880,1375,722.5944,4252.2414,1601.5065
7428,10024,2863,1367,753.9246,4435.5564,1670.4996
7429,9907,2830,1351,802.2531,4720.8612,1777.8222
7430,9827,2806,1340,838.2495,4931.5068,1857.1476
7431,9742,2782,1328,877.2456,5162.4837,1944.1389
7432,9772,2790,1332,899.2434,5291.4708,1992.8007
7433,10374,2962,1414,855.5811,5033.4966,1895.4771
7434,11315,3231,1543,774.5892,4557.8775,1716.495
7435,11326,3235,1545,642.9357,3783.6216,1424.8575
7436,11104,3171,1514,497.6169,2927.7072,1102.5564
7437,10657,3044,1453,379.962,2234.7765,841.5825
7438,9960,2845,1358,294.3039,1732.1601,652.2681
7439,9088,2595,1239,206.646,1215.8784,457.9542
7440,8337,2381,1136,131.6535,774.2559,291.6375
7441,7946,2269,1083,56.3277,330.6336,124.6542
7442,7624,2177,1040,41.3292,242.6424,91.3242
7443,7412,2117,1010,57.9942,341.6325,128.6538
7444,7356,2101,1003,134.9865,793.9206,298.9701
7445,7642,2183,1042,290.3043,1708.8291,643.6023
7446,8347,2384,1138,466.62,2745.3921,1033.8966
7447,9626,2749,1312,577.2756,3395.6604,1278.8721
7448,10229,2921,1394,661.6005,3891.9441,1465.5201
7449,10463,2988,1427,696.9303,4101.5898,1544.5122
7450,10599,3027,1445,666.9333,3924.9408,1478.1855
7451,10700,3056,1459,663.267,3902.943,1469.853
7452,10783,3080,1470,687.5979,4046.262,1523.8476
7453,10782,3079,1470,730.9269,4299.9033,1619.1714
7454,10826,3091,1476,758.9241,4465.2201,1681.4985
7455,10864,3102,1481,820.5846,4829.1837,1818.4848
7456,11085,3166,1511,871.2462,5126.8206,1930.8069
7457,11609,3316,1583,846.9153,4983.5016,1876.8123
7458,12138,3466,1655,796.2537,4685.8647,1764.4902
7459,12100,3456,1650,655.9344,3858.9474,1453.188
7460,11631,3321,1585,481.6185,2833.3833,1067.2266
7461,11198,3198,1527,348.6318,2050.7949,772.2561
7462,10309,2944,1405,262.3071,1543.5123,581.2752
7463,9301,2656,1268,155.6511,915.2418,344.6322
7464,8475,2420,1156,87.9912,518.2815,194.9805
7465,7891,2254,1075,58.6608,345.2988,129.987
7466,7615,2175,1038,42.9957,253.308,95.3238
7467,7474,2134,1019,60.6606,356.9643,134.3199
7468,7476,2134,1019,140.9859,828.9171,311.9688
7469,7696,2198,1050,303.303,1784.4882,671.9328
7470,8417,2404,1147,487.2846,2866.38,1079.5587
7471,9576,2735,1306,602.6064,3545.6454,1335.1998
7472,10279,2935,1402,690.5976,4063.5936,1530.1803
7473,10586,3023,1444,727.9272,4282.2384,1612.8387
7474,10680,3050,1456,696.597,4098.2568,1543.179
7475,10774,3076,1469,692.5974,4075.2591,1534.5132
7476,10792,3082,1471,717.9282,4224.9108,1591.1742
7477,10698,3056,1459,762.9237,4489.551,1690.8309
7478,10668,3046,1454,792.2541,4662.2004,1755.8244
7479,10575,3020,1442,856.9143,5042.1624,1898.8101
7480,10644,3040,1451,909.909,5353.1313,2015.7984
7481,11210,3201,1529,884.2449,5203.4796,1959.4707
7482,11693,3340,1595,831.5835,4892.5107,1842.4824
7483,11538,3295,1573,684.5982,4029.2637,1517.1816
7484,11233,3208,1531,502.9497,2958.3708,1114.2219
7485,10756,3072,1466,363.9636,2141.1192,806.2527
7486,9959,2844,1358,273.9726,1611.5055,606.9393
7487,9011,2574,1228,162.3171,955.5711,359.964
7488,8151,2328,1111,91.9908,540.9459,203.6463
7489,7636,2181,1041,61.9938,364.9635,137.3196
7490,7348,2099,1002,45.3288,267.6399,100.6566
7491,7194,2054,980,63.9936,376.9623,141.9858
7492,7183,2052,979,148.6518,875.5791,329.6337
7493,7412,2117,1010,320.3013,1884.8115,709.929
7494,8141,2325,1110,514.6152,3028.0305,1140.2193
7495,9330,2665,1272,636.603,3745.2921,1410.5256
7496,9913,2831,1352,729.5937,4292.5707,1616.505
7497,10016,2860,1366,768.9231,4523.5476,1703.4963
7498,10005,2857,1364,735.5931,4329.2337,1630.1703
7499,9988,2852,1362,731.5935,4304.9028,1621.1712
7500,9898,2827,1349,758.5908,4462.887,1680.4986
7501,9723,2777,1326,805.9194,4742.5257,1785.8214
7502,9632,2750,1313,836.9163,4924.8408,1854.8145
7503,9524,2720,1298,905.2428,5326.134,2005.7994
7504,9521,2719,1298,960.9039,5654.4345,2129.4537
7505,10054,2871,1371,934.2399,5496.4503,2069.793
7506,10754,3071,1466,878.2455,5168.1498,1946.1387
7507,10612,3030,1447,723.261,4256.241,1602.8397
7508,10274,2935,1401,531.2802,3125.3541,1176.8823
7509,9885,2823,1348,384.2949,2261.7738,851.9148
7510,9325,2663,1272,289.3044,1702.4964,641.2692
7511,8600,2456,1172,171.6495,1009.2324,379.962
7512,7873,2249,1073,96.9903,571.6095,215.3118
7513,7311,2088,997,95.3238,561.6105,211.6455
7514,7015,2003,956,67.3266,396.2937,149.3184
7515,6844,1954,933,65.3268,383.6283,144.6522
7516,6783,1938,924,91.3242,538.2795,202.6464
7517,6872,1963,937,169.6497,998.2335,375.9624
7518,7168,2047,977,278.6388,1639.1694,617.2716
7519,7632,2179,1040,422.9577,2488.7511,937.2396
7520,8181,2336,1116,574.6092,3379.9953,1272.8727
7521,8726,2492,1190,728.2605,4285.2381,1613.8386
7522,8978,2564,1224,806.586,4745.5254,1787.1546
7523,8996,2569,1226,832.5834,4899.8433,1845.1488
7524,8889,2539,1212,870.9129,5123.8209,1929.4737
7525,8728,2492,1190,925.2408,5444.7888,2050.4616
7526,8559,2444,1166,965.9034,5682.765,2140.1193
7527,8459,2416,1153,1013.232,5962.0704,2245.1088
7528,8528,2435,1162,1039.5627,6116.3883,2303.4363
7529,9199,2627,1254,987.9012,5812.0854,2188.7811
7530,9937,2838,1355,893.5773,5257.1409,1979.802
7531,9805,2800,1337,742.5924,4368.5631,1645.1688
7532,9518,2718,1298,577.2756,3396.6603,1279.2054
7533,9193,2625,1253,440.6226,2591.7408,975.9024
7534,8738,2495,1191,343.9656,2023.131,761.9238
7535,8149,2327,1110,239.976,1412.5254,531.9468
7536,7520,2148,1025,155.3178,913.5753,343.9656
7537,7043,2011,960,95.9904,565.2768,212.9787
7538,6729,1922,917,123.6543,727.2606,273.9726
7539,6554,1872,893,45.3288,266.3067,100.3233
7540,6477,1849,883,70.6596,415.9584,156.651
7541,6517,1861,888,131.9868,776.9223,292.6374
7542,6693,1912,913,216.645,1274.8725,479.952
7543,7009,2002,955,330.9669,1947.1386,733.26
7544,7476,2134,1019,468.6198,2756.391,1038.2295
7545,8079,2307,1101,612.2721,3602.973,1356.8643
7546,8429,2407,1149,787.9212,4636.5363,1746.1587
7547,8559,2444,1166,900.2433,5296.4703,1994.4672
7548,8593,2454,1171,923.241,5433.4566,2046.1287
7549,8576,2449,1169,919.2414,5408.4591,2036.7963
7550,8462,2417,1154,891.5775,5246.4753,1975.8024
7551,8364,2389,1140,872.5794,5134.4865,1933.4733
7552,8398,2399,1145,834.5832,4910.5089,1849.1484
7553,9091,2596,1239,794.2539,4673.8659,1760.1573
7554,9896,2826,1349,711.9288,4188.2478,1577.1756
7555,9771,2790,1332,612.2721,3602.973,1356.8643
7556,9445,2697,1288,489.6177,2881.0452,1084.8915
7557,9037,2581,1232,390.2943,2295.7704,864.5802
7558,8453,2414,1152,303.303,1785.4881,672.2661
7559,7767,2219,1059,218.6448,1287.2046,484.9515
7560,7130,2036,972,148.9851,876.579,329.967
7561,6683,1908,911,53.9946,316.9683,119.3214
7562,6430,1836,877,40.6626,238.9761,89.991
7563,6310,1802,860,58.3275,342.9657,129.3204
7564,6315,1803,861,133.32,784.9215,295.6371
7565,6511,1859,888,274.6392,1616.505,608.9391
7566,7110,2030,969,446.9553,2630.4036,990.5676
7567,8009,2288,1092,559.6107,3293.004,1240.2093
7568,8719,2490,1189,641.2692,3773.9559,1421.1912
7569,9184,2623,1252,674.5992,3968.9364,1494.5172
7570,9447,2698,1288,714.2619,4202.913,1582.8417
7571,9603,2742,1309,846.9153,4982.5017,1876.479
7572,9638,2753,1314,901.9098,5307.4692,1998.8001
7573,9594,2740,1308,928.5738,5463.4536,2057.4609
7574,9550,2727,1302,910.9089,5359.464,2018.1315
7575,9478,2707,1292,901.9098,5307.4692,1998.8001
7576,9487,2710,1293,864.5802,5086.4913,1915.4751
7577,10163,2903,1386,820.2513,4826.5173,1817.4849
7578,10878,3106,1483,725.2608,4267.5732,1607.1726
7579,10702,3056,1459,603.9396,3552.978,1337.8662
7580,10322,2948,1407,460.2873,2708.3958,1019.898
7581,9805,2800,1337,349.965,2058.4608,775.2558
7582,9036,2580,1232,243.9756,1434.8565,540.2793
7583,8126,2321,1108,150.9849,888.9111,334.6332
7584,7360,2102,1004,89.3244,524.9475,197.6469
7585,6825,1949,930,82.9917,488.9511,184.3149
7586,6525,1863,889,59.994,353.298,132.9867
7587,6366,1818,868,55.3278,325.9674,122.6544
7588,6353,1814,866,81.9918,482.2851,181.6485
7589,6544,1868,892,147.6519,869.5797,327.3006
7590,7251,2071,989,242.3091,1426.524,537.2796
7591,8516,2432,1161,365.9634,2153.4513,810.9189
7592,9268,2647,1263,499.95,2941.3725,1107.5559
7593,9477,2706,1292,631.6035,3715.6284,1399.1934
7594,9630,2750,1312,700.5966,4123.2543,1552.8447
7595,9780,2793,1333,722.5944,4252.2414,1601.5065
7596,9832,2808,1340,753.9246,4435.5564,1670.4996
7597,9815,2803,1338,802.2531,4720.8612,1777.8222
7598,9821,2805,1339,838.2495,4931.5068,1857.1476
7599,9773,2791,1332,877.2456,5162.4837,1944.1389
7600,9871,2819,1346,899.2434,5291.4708,1992.8007
7601,10449,2985,1424,855.5811,5033.4966,1895.4771
7602,11079,3165,1510,774.5892,4557.8775,1716.495
7603,10981,3136,1497,642.9357,3783.6216,1424.8575
7604,10679,3050,1456,497.6169,2927.7072,1102.5564
7605,10229,2921,1394,379.962,2234.7765,841.5825
7606,9529,2721,1299,294.3039,1732.1601,652.2681
7607,8609,2459,1174,206.646,1215.8784,457.9542
7608,7809,2230,1065,131.6535,774.2559,291.6375
7609,7299,2084,995,56.3277,330.6336,124.6542
7610,7024,2006,958,41.3292,242.6424,91.3242
7611,6910,1973,942,57.9942,341.6325,128.6538
7612,6923,1977,944,134.9865,793.9206,298.9701
7613,7172,2048,978,290.3043,1708.8291,643.6023
7614,7956,2272,1085,466.62,2745.3921,1033.8966
7615,9281,2650,1265,577.2756,3395.6604,1278.8721
7616,9915,2832,1352,661.6005,3891.9441,1465.5201
7617,9989,2853,1362,696.9303,4101.5898,1544.5122
7618,9955,2843,1358,666.9333,3924.9408,1478.1855
7619,9932,2836,1354,663.267,3902.943,1469.853
7620,9850,2813,1343,687.5979,4046.262,1523.8476
7621,9737,2780,1328,730.9269,4299.9033,1619.1714
7622,9660,2759,1317,758.9241,4465.2201,1681.4985
7623,9608,2744,1310,820.5846,4829.1837,1818.4848
7624,9711,2774,1324,871.2462,5126.8206,1930.8069
7625,10407,2972,1418,846.9153,4983.5016,1876.8123
7626,11254,3214,1535,796.2537,4685.8647,1764.4902
7627,11216,3203,1530,655.9344,3858.9474,1453.188
7628,10959,3130,1494,481.6185,2833.3833,1067.2266
7629,10560,3016,1439,348.6318,2050.7949,772.2561
7630,9865,2817,1345,262.3071,1543.5123,581.2752
7631,8966,2560,1222,155.6511,915.2418,344.6322
7632,8145,2326,1110,87.9912,518.2815,194.9805
7633,7604,2172,1036,58.6608,345.2988,129.987
7634,7334,2094,999,42.9957,253.308,95.3238
7635,7209,2058,983,60.6606,356.9643,134.3199
7636,7240,2068,987,140.9859,828.9171,311.9688
7637,7477,2135,1020,303.303,1784.4882,671.9328
7638,8217,2347,1120,487.2846,2866.38,1079.5587
7639,9528,2721,1299,602.6064,3545.6454,1335.1998
7640,10187,2910,1388,690.5976,4063.5936,1530.1803
7641,10291,2939,1403,727.9272,4282.2384,1612.8387
7642,10298,2941,1404,696.597,4098.2568,1543.179
7643,10272,2934,1400,692.5974,4075.2591,1534.5132
7644,10173,2905,1387,717.9282,4224.9108,1591.1742
7645,10035,2866,1368,762.9237,4489.551,1690.8309
7646,9986,2852,1362,792.2541,4662.2004,1755.8244
7647,9905,2829,1350,856.9143,5042.1624,1898.8101
7648,10024,2863,1367,909.909,5353.1313,2015.7984
7649,10758,3072,1467,884.2449,5203.4796,1959.4707
7650,11410,3259,1555,831.5835,4892.5107,1842.4824
7651,11345,3240,1547,684.5982,4029.2637,1517.1816
7652,11079,3164,1510,502.9497,2958.3708,1114.2219
7653,10654,3042,1453,363.9636,2141.1192,806.2527
7654,9940,2839,1355,273.9726,1611.5055,606.9393
7655,9032,2580,1232,162.3171,955.5711,359.964
7656,8197,2341,1117,91.9908,540.9459,203.6463
7657,7669,2190,1045,61.9938,364.9635,137.3196
7658,7389,2110,1007,45.3288,267.6399,100.6566
7659,7243,2068,987,63.9936,376.9623,141.9858
7660,7254,2072,989,148.6518,875.5791,329.6337
7661,7472,2134,1019,320.3013,1884.8115,709.929
7662,8199,2341,1118,514.6152,3028.0305,1140.2193
7663,9450,2699,1288,636.603,3745.2921,1410.5256
7664,10097,2884,1377,729.5937,4292.5707,1616.505
7665,10220,2919,1393,768.9231,4523.5476,1703.4963
7666,10189,2910,1389,735.5931,4329.2337,1630.1703
7667,10148,2898,1383,731.5935,4304.9028,1621.1712
7668,10022,2862,1367,758.5908,4462.887,1680.4986
7669,9891,2825,1348,805.9194,4742.5257,1785.8214
7670,9840,2810,1342,836.9163,4924.8408,1854.8145
7671,9760,2787,1331,905.2428,5326.134,2005.7994
7672,9800,2799,1336,960.9039,5654.4345,2129.4537
7673,10442,2982,1424,934.2399,5496.4503,2069.793
7674,11013,3146,1501,878.2455,5168.1498,1946.1387
7675,10864,3102,1481,723.261,4256.241,1602.8397
7676,10550,3013,1439,531.2802,3125.3541,1176.8823
7677,10198,2912,1390,384.2949,2261.7738,851.9148
7678,9661,2760,1318,289.3044,1702.4964,641.2692
7679,8967,2561,1222,171.6495,1009.2324,379.962
7680,8226,2349,1121,96.9903,571.6095,215.3118
7681,7654,2186,1044,95.3238,561.6105,211.6455
7682,7337,2095,1000,67.3266,396.2937,149.3184
7683,7190,2054,980,65.3268,383.6283,144.6522
7684,7152,2043,975,91.3242,538.2795,202.6464
7685,7232,2065,986,169.6497,998.2335,375.9624
7686,7545,2154,1029,278.6388,1639.1694,617.2716
7687,8047,2299,1097,422.9577,2488.7511,937.2396
7688,8588,2453,1171,574.6092,3379.9953,1272.8727
7689,9077,2592,1237,728.2605,4285.2381,1613.8386
7690,9312,2659,1269,806.586,4745.5254,1787.1546
7691,9299,2656,1267,832.5834,4899.8433,1845.1488
7692,9181,2622,1252,870.9129,5123.8209,1929.4737
7693,9000,2570,1227,925.2408,5444.7888,2050.4616
7694,8811,2516,1202,965.9034,5682.765,2140.1193
7695,8691,2482,1185,1013.232,5962.0704,2245.1088
7696,8794,2512,1199,1039.5627,6116.3883,2303.4363
7697,9530,2721,1299,987.9012,5812.0854,2188.7811
7698,10269,2933,1400,893.5773,5257.1409,1979.802
7699,10163,2902,1386,742.5924,4368.5631,1645.1688
7700,9887,2824,1348,577.2756,3396.6603,1279.2054
7701,9591,2739,1308,440.6226,2591.7408,975.9024
7702,9155,2614,1248,343.9656,2023.131,761.9238
7703,8609,2459,1173,239.976,1412.5254,531.9468
7704,7998,2284,1090,155.3178,913.5753,343.9656
7705,7508,2144,1024,95.9904,565.2768,212.9787
7706,7225,2063,985,123.6543,727.2606,273.9726
7707,7088,2024,966,45.3288,266.3067,100.3233
7708,7040,2010,959,70.6596,415.9584,156.651
7709,7101,2028,968,131.9868,776.9223,292.6374
7710,7334,2094,999,216.645,1274.8725,479.952
7711,7705,2200,1050,330.9669,1947.1386,733.26
7712,8157,2329,1112,468.6198,2756.391,1038.2295
7713,8671,2476,1182,612.2721,3602.973,1356.8643
7714,8939,2553,1219,787.9212,4636.5363,1746.1587
7715,9005,2572,1227,900.2433,5296.4703,1994.4672
7716,8996,2569,1226,923.241,5433.4566,2046.1287
7717,8922,2548,1216,919.2414,5408.4591,2036.7963
7718,8825,2520,1203,891.5775,5246.4753,1975.8024
7719,8781,2508,1197,872.5794,5134.4865,1933.4733
7720,8986,2566,1225,834.5832,4910.5089,1849.1484
7721,9858,2815,1344,794.2539,4673.8659,1760.1573
7722,10631,3036,1449,711.9288,4188.2478,1577.1756
7723,10584,3022,1443,612.2721,3602.973,1356.8643
7724,10304,2943,1405,489.6177,2881.0452,1084.8915
7725,9937,2838,1355,390.2943,2295.7704,864.5802
7726,9289,2653,1267,303.303,1785.4881,672.2661
7727,8529,2436,1163,218.6448,1287.2046,484.9515
7728,7851,2242,1070,148.9851,876.579,329.967
7729,7406,2115,1010,53.9946,316.9683,119.3214
7730,7185,2052,979,40.6626,238.9761,89.991
7731,7112,2031,969,58.3275,342.9657,129.3204
7732,7156,2044,975,133.32,784.9215,295.6371
7733,7427,2121,1012,274.6392,1616.505,608.9391
7734,8204,2343,1119,446.9553,2630.4036,990.5676
7735,9547,2726,1302,559.6107,3293.004,1240.2093
7736,10229,2921,1394,641.2692,3773.9559,1421.1912
7737,10337,2952,1409,674.5992,3968.9364,1494.5172
7738,10290,2939,1403,714.2619,4202.913,1582.8417
7739,10241,2925,1396,846.9153,4982.5017,1876.479
7740,10140,2896,1383,901.9098,5307.4692,1998.8001
7741,9979,2850,1361,928.5738,5463.4536,2057.4609
7742,9891,2825,1348,910.9089,5359.464,2018.1315
7743,9786,2795,1334,901.9098,5307.4692,1998.8001
7744,9860,2816,1344,864.5802,5086.4913,1915.4751
7745,10604,3029,1446,820.2513,4826.5173,1817.4849
7746,11377,3249,1551,725.2608,4267.5732,1607.1726
7747,11330,3236,1545,603.9396,3552.978,1337.8662
7748,11072,3162,1509,460.2873,2708.3958,1019.898
7749,10657,3044,1453,349.965,2058.4608,775.2558
7750,9929,2836,1353,243.9756,1434.8565,540.2793
7751,9027,2578,1231,150.9849,888.9111,334.6332
7752,8183,2337,1116,89.3244,524.9475,197.6469
7753,7642,2183,1042,82.9917,488.9511,184.3149
7754,7364,2103,1004,59.994,353.298,132.9867
7755,7269,2076,991,55.3278,325.9674,122.6544
7756,7291,2082,994,81.9918,482.2851,181.6485
7757,7540,2153,1028,147.6519,869.5797,327.3006
7758,8324,2377,1135,242.3091,1426.524,537.2796
7759,9601,2742,1309,365.9634,2153.4513,810.9189
7760,10207,2915,1392,499.95,2941.3725,1107.5559
7761,10284,2937,1402,631.6035,3715.6284,1399.1934
7762,10220,2919,1393,700.5966,4123.2543,1552.8447
7763,10142,2896,1383,722.5944,4252.2414,1601.5065
7764,10032,2865,1368,753.9246,4435.5564,1670.4996
7765,9913,2831,1352,802.2531,4720.8612,1777.8222
7766,9838,2810,1342,838.2495,4931.5068,1857.1476
7767,9742,2782,1328,877.2456,5162.4837,1944.1389
7768,9819,2805,1338,899.2434,5291.4708,1992.8007
7769,10588,3024,1444,855.5811,5033.4966,1895.4771
7770,11242,3211,1533,774.5892,4557.8775,1716.495
7771,11189,3195,1525,642.9357,3783.6216,1424.8575
7772,10925,3120,1489,497.6169,2927.7072,1102.5564
7773,10511,3002,1433,379.962,2234.7765,841.5825
7774,9860,2816,1344,294.3039,1732.1601,652.2681
7775,8946,2555,1220,206.646,1215.8784,457.9542
7776,8094,2312,1103,131.6535,774.2559,291.6375
7777,7521,2148,1025,56.3277,330.6336,124.6542
7778,7214,2060,984,41.3292,242.6424,91.3242
7779,7066,2018,963,57.9942,341.6325,128.6538
7780,7049,2013,961,134.9865,793.9206,298.9701
7781,7264,2074,990,290.3043,1708.8291,643.6023
7782,7949,2270,1084,466.62,2745.3921,1033.8966
7783,9109,2601,1242,577.2756,3395.6604,1278.8721
7784,9815,2803,1338,661.6005,3891.9441,1465.5201
7785,10063,2874,1372,696.9303,4101.5898,1544.5122
7786,10162,2902,1385,666.9333,3924.9408,1478.1855
7787,10173,2905,1387,663.267,3902.943,1469.853
7788,10100,2885,1377,687.5979,4046.262,1523.8476
7789,9938,2839,1355,730.9269,4299.9033,1619.1714
7790,9864,2817,1345,758.9241,4465.2201,1681.4985
7791,9766,2789,1332,820.5846,4829.1837,1818.4848
7792,9736,2780,1328,871.2462,5126.8206,1930.8069
7793,10391,2967,1417,846.9153,4983.5016,1876.8123
7794,11042,3154,1505,796.2537,4685.8647,1764.4902
7795,10895,3111,1485,655.9344,3858.9474,1453.188
7796,10584,3023,1443,481.6185,2833.3833,1067.2266
7797,10163,2903,1386,348.6318,2050.7949,772.2561
7798,9558,2730,1303,262.3071,1543.5123,581.2752
7799,8771,2504,1196,155.6511,915.2418,344.6322
7800,7955,2272,1085,87.9912,518.2815,194.9805
7801,7340,2096,1000,58.6608,345.2988,129.987
7802,6984,1994,952,42.9957,253.308,95.3238
7803,6782,1937,924,60.6606,356.9643,134.3199
7804,6711,1917,915,140.9859,828.9171,311.9688
7805,6782,1937,924,303.303,1784.4882,671.9328
7806,7105,2029,969,487.2846,2866.38,1079.5587
7807,7588,2167,1035,602.6064,3545.6454,1335.1998
7808,8179,2335,1115,690.5976,4063.5936,1530.1803
7809,8835,2523,1205,727.9272,4282.2384,1612.8387
7810,9267,2646,1263,696.597,4098.2568,1543.179
7811,9453,2700,1288,692.5974,4075.2591,1534.5132
7812,9451,2699,1288,717.9282,4224.9108,1591.1742
7813,9125,2606,1244,762.9237,4489.551,1690.8309
7814,8598,2455,1172,792.2541,4662.2004,1755.8244
7815,8129,2322,1108,856.9143,5042.1624,1898.8101
7816,7891,2254,1075,909.909,5353.1313,2015.7984
7817,8192,2339,1116,884.2449,5203.4796,1959.4707
7818,8543,2439,1165,831.5835,4892.5107,1842.4824
7819,8548,2441,1166,684.5982,4029.2637,1517.1816
7820,8532,2436,1163,502.9497,2958.3708,1114.2219
7821,8492,2425,1157,363.9636,2141.1192,806.2527
7822,8261,2359,1126,273.9726,1611.5055,606.9393
7823,7903,2257,1077,162.3171,955.5711,359.964
7824,7410,2116,1010,91.9908,540.9459,203.6463
7825,6969,1990,950,61.9938,364.9635,137.3196
7826,6729,1922,918,45.3288,267.6399,100.6566
7827,6640,1897,905,63.9936,376.9623,141.9858
7828,6630,1893,903,148.6518,875.5791,329.6337
