Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_H2_z1,Demand_H2_z2,Demand_H2_z3
2435,9555,2729,1302,692.5974,4075.2591,1534.5132
2436,9563,2731,1303,717.9282,4224.9108,1591.1742
2437,9526,2720,1298,762.9237,4489.551,1690.8309
2438,9515,2717,1298,792.2541,4662.2004,1755.8244
2439,9401,2684,1282,856.9143,5042.1624,1898.8101
2440,9313,2659,1270,909.909,5353.1313,2015.7984
2441,9341,2668,1273,884.2449,5203.4796,1959.4707
2442,9451,2699,1288,831.5835,4892.5107,1842.4824
2443,9480,2707,1292,684.5982,4029.2637,1517.1816
2444,9823,2805,1339,502.9497,2958.3708,1114.2219
2445,9873,2820,1346,363.9636,2141.1192,806.2527
2446,9273,2648,1264,273.9726,1611.5055,606.9393
2447,8381,2394,1142,162.3171,955.5711,359.964
2448,7528,2149,1026,91.9908,540.9459,203.6463
2449,6991,1997,953,61.9938,364.9635,137.3196
2450,6724,1920,917,45.3288,267.6399,100.6566
2451,6596,1883,899,63.9936,376.9623,141.9858
2452,6596,1884,899,148.6518,875.5791,329.6337
2453,6801,1943,927,320.3013,1884.8115,709.929
2454,7481,2136,1020,514.6152,3028.0305,1140.2193
2455,8587,2452,1171,636.603,3745.2921,1410.5256
2456,9306,2658,1268,729.5937,4292.5707,1616.505
2457,9447,2698,1288,768.9231,4523.5476,1703.4963
2458,9497,2712,1295,735.5931,4329.2337,1630.1703
2459,9541,2725,1301,731.5935,4304.9028,1621.1712
2460,9480,2707,1292,758.5908,4462.887,1680.4986
2461,9372,2676,1277,805.9194,4742.5257,1785.8214
2462,9309,2659,1269,836.9163,4924.8408,1854.8145
2463,9166,2618,1250,905.2428,5326.134,2005.7994
2464,9001,2571,1227,960.9039,5654.4345,2129.4537
2465,8930,2550,1217,934.2399,5496.4503,2069.793
2466,8879,2536,1211,878.2455,5168.1498,1946.1387
2467,8805,2514,1201,723.261,4256.241,1602.8397
2468,9104,2600,1242,531.2802,3125.3541,1176.8823
2469,9280,2650,1265,384.2949,2261.7738,851.9148
2470,8797,2513,1199,289.3044,1702.4964,641.2692
2471,8077,2307,1101,171.6495,1009.2324,379.962
2472,7300,2085,995,96.9903,571.6095,215.3118
2473,6755,1929,921,95.3238,561.6105,211.6455
2474,6437,1838,878,67.3266,396.2937,149.3184
2475,6256,1787,853,65.3268,383.6283,144.6522
2476,6218,1776,848,91.3242,538.2795,202.6464
2477,6288,1796,857,169.6497,998.2335,375.9624
2478,6558,1873,894,278.6388,1639.1694,617.2716
2479,6904,1972,941,422.9577,2488.7511,937.2396
2480,7527,2149,1026,574.6092,3379.9953,1272.8727
2481,8079,2307,1101,728.2605,4285.2381,1613.8386
2482,8418,2404,1147,806.586,4745.5254,1787.1546
2483,8551,2442,1166,832.5834,4899.8433,1845.1488
2484,8516,2432,1161,870.9129,5123.8209,1929.4737
2485,8391,2396,1144,925.2408,5444.7888,2050.4616
2486,8236,2352,1123,965.9034,5682.765,2140.1193
2487,8100,2314,1105,1013.232,5962.0704,2245.1088
2488,8053,2300,1098,1039.5627,6116.3883,2303.4363
2489,8086,2309,1102,987.9012,5812.0854,2188.7811
2490,8187,2338,1116,893.5773,5257.1409,1979.802
2491,8236,2352,1123,742.5924,4368.5631,1645.1688
2492,8553,2443,1166,577.2756,3396.6603,1279.2054
2493,8701,2484,1186,440.6226,2591.7408,975.9024
2494,8272,2363,1128,343.9656,2023.131,761.9238
2495,7634,2180,1040,239.976,1412.5254,531.9468
2496,6991,1997,953,155.3178,913.5753,343.9656
2497,6480,1850,883,95.9904,565.2768,212.9787
2498,6158,1758,839,123.6543,727.2606,273.9726
2499,5969,1705,813,45.3288,266.3067,100.3233
2500,5896,1683,803,70.6596,415.9584,156.651
2501,5909,1688,805,131.9868,776.9223,292.6374
2502,6047,1727,824,216.645,1274.8725,479.952
2503,6242,1783,851,330.9669,1947.1386,733.26
2504,6709,1916,914,468.6198,2756.391,1038.2295
2505,7350,2099,1002,612.2721,3602.973,1356.8643
2506,7840,2239,1069,787.9212,4636.5363,1746.1587
2507,8098,2313,1104,900.2433,5296.4703,1994.4672
2508,8243,2354,1124,923.241,5433.4566,2046.1287
2509,8274,2363,1128,919.2414,5408.4591,2036.7963
2510,8213,2345,1120,891.5775,5246.4753,1975.8024
2511,8162,2331,1113,872.5794,5134.4865,1933.4733
2512,8179,2336,1115,834.5832,4910.5089,1849.1484
2513,8311,2374,1133,794.2539,4673.8659,1760.1573
2514,8505,2429,1160,711.9288,4188.2478,1577.1756
2515,8581,2450,1170,612.2721,3602.973,1356.8643
2516,8893,2539,1212,489.6177,2881.0452,1084.8915
2517,9031,2580,1232,390.2943,2295.7704,864.5802
2518,8517,2432,1161,303.303,1785.4881,672.2661
2519,7798,2227,1063,218.6448,1287.2046,484.9515
2520,7111,2031,969,148.9851,876.579,329.967
2521,6608,1888,901,53.9946,316.9683,119.3214
2522,6319,1804,861,40.6626,238.9761,89.991
2523,6171,1763,841,58.3275,342.9657,129.3204
2524,6140,1753,837,133.32,784.9215,295.6371
2525,6304,1800,859,274.6392,1616.505,608.9391
2526,6864,1960,936,446.9553,2630.4036,990.5676
2527,7669,2190,1045,559.6107,3293.004,1240.2093
2528,8552,2442,1166,641.2692,3773.9559,1421.1912
2529,9208,2629,1255,674.5992,3968.9364,1494.5172
2530,9678,2764,1319,714.2619,4202.913,1582.8417
2531,10054,2871,1371,846.9153,4982.5017,1876.479
2532,10306,2943,1405,901.9098,5307.4692,1998.8001
2533,10463,2988,1427,928.5738,5463.4536,2057.4609
2534,10571,3019,1441,910.9089,5359.464,2018.1315
2535,10601,3028,1445,901.9098,5307.4692,1998.8001
2536,10595,3025,1444,864.5802,5086.4913,1915.4751
2537,10578,3021,1442,820.2513,4826.5173,1817.4849
2538,10493,2996,1430,725.2608,4267.5732,1607.1726
2539,10297,2940,1403,603.9396,3552.978,1337.8662
2540,10362,2960,1413,460.2873,2708.3958,1019.898
2541,10475,2991,1428,349.965,2058.4608,775.2558
2542,9742,2782,1328,243.9756,1434.8565,540.2793
2543,8736,2495,1191,150.9849,888.9111,334.6332
2544,7797,2227,1063,89.3244,524.9475,197.6469
2545,7146,2041,974,82.9917,488.9511,184.3149
2546,6771,1933,923,59.994,353.298,132.9867
2547,6542,1868,892,55.3278,325.9674,122.6544
2548,6446,1841,878,81.9918,482.2851,181.6485
2549,6587,1881,898,147.6519,869.5797,327.3006
2550,7134,2038,973,242.3091,1426.524,537.2796
2551,7988,2281,1089,365.9634,2153.4513,810.9189
2552,8934,2552,1218,499.95,2941.3725,1107.5559
2553,9489,2710,1293,631.6035,3715.6284,1399.1934
2554,9825,2806,1339,700.5966,4123.2543,1552.8447
2555,10073,2877,1373,722.5944,4252.2414,1601.5065
2556,10198,2913,1390,753.9246,4435.5564,1670.4996
2557,10251,2928,1398,802.2531,4720.8612,1777.8222
2558,10355,2957,1412,838.2495,4931.5068,1857.1476
2559,10366,2960,1414,877.2456,5162.4837,1944.1389
2560,10344,2955,1410,899.2434,5291.4708,1992.8007
2561,10320,2947,1407,855.5811,5033.4966,1895.4771
2562,10229,2921,1394,774.5892,4557.8775,1716.495
2563,9971,2848,1359,642.9357,3783.6216,1424.8575
2564,10006,2858,1364,497.6169,2927.7072,1102.5564
2565,10099,2884,1377,379.962,2234.7765,841.5825
2566,9367,2675,1277,294.3039,1732.1601,652.2681
2567,8375,2392,1141,206.646,1215.8784,457.9542
2568,7490,2139,1021,131.6535,774.2559,291.6375
2569,6852,1957,934,56.3277,330.6336,124.6542
2570,6487,1853,884,41.3292,242.6424,91.3242
2571,6289,1796,858,57.9942,341.6325,128.6538
2572,6208,1773,846,134.9865,793.9206,298.9701
2573,6345,1812,865,290.3043,1708.8291,643.6023
2574,6882,1966,938,466.62,2745.3921,1033.8966
2575,7683,2194,1047,577.2756,3395.6604,1278.8721
2576,8510,2430,1160,661.6005,3891.9441,1465.5201
2577,8923,2549,1216,696.9303,4101.5898,1544.5122
2578,9152,2614,1247,666.9333,3924.9408,1478.1855
2579,9329,2665,1272,663.267,3902.943,1469.853
2580,9411,2688,1283,687.5979,4046.262,1523.8476
2581,9385,2680,1279,730.9269,4299.9033,1619.1714
2582,9389,2681,1280,758.9241,4465.2201,1681.4985
2583,9300,2656,1268,820.5846,4829.1837,1818.4848
2584,9163,2617,1249,871.2462,5126.8206,1930.8069
2585,9136,2610,1246,846.9153,4983.5016,1876.8123
2586,9176,2620,1251,796.2537,4685.8647,1764.4902
2587,9180,2622,1252,655.9344,3858.9474,1453.188
2588,9428,2693,1285,481.6185,2833.3833,1067.2266
2589,9490,2710,1294,348.6318,2050.7949,772.2561
2590,8880,2536,1211,262.3071,1543.5123,581.2752
2591,8025,2292,1094,155.6511,915.2418,344.6322
2592,7210,2059,983,87.9912,518.2815,194.9805
2593,6671,1905,909,58.6608,345.2988,129.987
2594,6372,1819,868,42.9957,253.308,95.3238
2595,6204,1772,846,60.6606,356.9643,134.3199
2596,6173,1763,842,140.9859,828.9171,311.9688
2597,6352,1814,866,303.303,1784.4882,671.9328
2598,6918,1976,943,487.2846,2866.38,1079.5587
2599,7804,2229,1064,602.6064,3545.6454,1335.1998
2600,8620,2462,1175,690.5976,4063.5936,1530.1803
2601,8997,2569,1226,727.9272,4282.2384,1612.8387
2602,9231,2636,1258,696.597,4098.2568,1543.179
2603,9413,2689,1283,692.5974,4075.2591,1534.5132
2604,9495,2711,1294,717.9282,4224.9108,1591.1742
2605,9478,2707,1292,762.9237,4489.551,1690.8309
2606,9481,2708,1292,792.2541,4662.2004,1755.8244
2607,9413,2689,1283,856.9143,5042.1624,1898.8101
2608,9334,2666,1272,909.909,5353.1313,2015.7984
2609,9320,2662,1271,884.2449,5203.4796,1959.4707
2610,9286,2652,1266,831.5835,4892.5107,1842.4824
2611,9175,2620,1251,684.5982,4029.2637,1517.1816
2612,9350,2670,1275,502.9497,2958.3708,1114.2219
2613,9569,2733,1304,363.9636,2141.1192,806.2527
2614,8983,2565,1225,273.9726,1611.5055,606.9393
2615,8108,2315,1106,162.3171,955.5711,359.964
2616,7267,2075,990,91.9908,540.9459,203.6463
2617,6718,1918,916,61.9938,364.9635,137.3196
2618,6418,1833,875,45.3288,267.6399,100.6566
2619,6266,1789,854,63.9936,376.9623,141.9858
2620,6202,1771,845,148.6518,875.5791,329.6337
2621,6357,1816,867,320.3013,1884.8115,709.929
2622,6865,1961,936,514.6152,3028.0305,1140.2193
2623,7671,2191,1045,636.603,3745.2921,1410.5256
2624,8476,2420,1156,729.5937,4292.5707,1616.505
2625,8954,2557,1221,768.9231,4523.5476,1703.4963
2626,9292,2654,1267,735.5931,4329.2337,1630.1703
2627,9542,2725,1301,731.5935,4304.9028,1621.1712
2628,9660,2759,1317,758.5908,4462.887,1680.4986
2629,9654,2757,1316,805.9194,4742.5257,1785.8214
2630,9664,2760,1318,836.9163,4924.8408,1854.8145
2631,9581,2736,1306,905.2428,5326.134,2005.7994
2632,9465,2703,1290,960.9039,5654.4345,2129.4537
2633,9382,2680,1279,934.2399,5496.4503,2069.793
2634,9251,2642,1261,878.2455,5168.1498,1946.1387
2635,9025,2578,1231,723.261,4256.241,1602.8397
2636,9124,2606,1244,531.2802,3125.3541,1176.8823
2637,9270,2648,1264,384.2949,2261.7738,851.9148
2638,8744,2497,1192,289.3044,1702.4964,641.2692
2639,8003,2285,1091,171.6495,1009.2324,379.962
2640,7237,2067,986,96.9903,571.6095,215.3118
2641,6672,1905,909,95.3238,561.6105,211.6455
2642,6341,1811,864,67.3266,396.2937,149.3184
2643,6150,1757,838,65.3268,383.6283,144.6522
2644,6065,1732,827,91.3242,538.2795,202.6464
2645,6112,1746,833,169.6497,998.2335,375.9624
2646,6317,1804,861,278.6388,1639.1694,617.2716
2647,6622,1891,903,422.9577,2488.7511,937.2396
2648,7218,2061,984,574.6092,3379.9953,1272.8727
2649,7883,2251,1075,728.2605,4285.2381,1613.8386
2650,8360,2388,1140,806.586,4745.5254,1787.1546
2651,8615,2460,1175,832.5834,4899.8433,1845.1488
2652,8701,2484,1186,870.9129,5123.8209,1929.4737
2653,8697,2484,1186,925.2408,5444.7888,2050.4616
2654,8640,2467,1178,965.9034,5682.765,2140.1193
2655,8583,2451,1170,1013.232,5962.0704,2245.1088
2656,8570,2448,1168,1039.5627,6116.3883,2303.4363
2657,8630,2464,1176,987.9012,5812.0854,2188.7811
2658,8717,2490,1188,893.5773,5257.1409,1979.802
2659,8680,2479,1183,742.5924,4368.5631,1645.1688
2660,8838,2525,1205,577.2756,3396.6603,1279.2054
2661,9013,2574,1229,440.6226,2591.7408,975.9024
2662,8561,2445,1167,343.9656,2023.131,761.9238
2663,7906,2258,1078,239.976,1412.5254,531.9468
2664,7234,2066,986,155.3178,913.5753,343.9656
2665,6682,1908,911,95.9904,565.2768,212.9787
2666,6348,1813,865,123.6543,727.2606,273.9726
2667,6133,1752,836,45.3288,266.3067,100.3233
2668,6022,1720,821,70.6596,415.9584,156.651
2669,6017,1718,820,131.9868,776.9223,292.6374
2670,6125,1749,835,216.645,1274.8725,479.952
2671,6275,1792,855,330.9669,1947.1386,733.26
2672,6726,1921,917,468.6198,2756.391,1038.2295
2673,7349,2099,1002,612.2721,3602.973,1356.8643
2674,7889,2253,1075,787.9212,4636.5363,1746.1587
2675,8223,2349,1120,900.2433,5296.4703,1994.4672
2676,8446,2412,1151,923.241,5433.4566,2046.1287
2677,8560,2444,1167,919.2414,5408.4591,2036.7963
2678,8565,2446,1167,891.5775,5246.4753,1975.8024
2679,8530,2436,1163,872.5794,5134.4865,1933.4733
2680,8569,2447,1168,834.5832,4910.5089,1849.1484
2681,8750,2499,1193,794.2539,4673.8659,1760.1573
2682,8957,2558,1221,711.9288,4188.2478,1577.1756
2683,9117,2604,1243,612.2721,3602.973,1356.8643
2684,9243,2639,1260,489.6177,2881.0452,1084.8915
2685,9100,2599,1241,390.2943,2295.7704,864.5802
2686,8489,2424,1157,303.303,1785.4881,672.2661
2687,7756,2215,1057,218.6448,1287.2046,484.9515
2688,7072,2019,964,148.9851,876.579,329.967
2689,6626,1893,903,53.9946,316.9683,119.3214
2690,6392,1825,871,40.6626,238.9761,89.991
2691,6286,1795,857,58.3275,342.9657,129.3204
2692,6264,1789,853,133.32,784.9215,295.6371
2693,6445,1840,878,274.6392,1616.505,608.9391
2694,7127,2035,971,446.9553,2630.4036,990.5676
2695,8305,2372,1132,559.6107,3293.004,1240.2093
2696,9197,2626,1254,641.2692,3773.9559,1421.1912
2697,9568,2733,1304,674.5992,3968.9364,1494.5172
2698,9755,2786,1330,714.2619,4202.913,1582.8417
2699,9891,2825,1348,846.9153,4982.5017,1876.479
2700,9947,2841,1356,901.9098,5307.4692,1998.8001
2701,9884,2823,1348,928.5738,5463.4536,2057.4609
2702,9840,2810,1342,910.9089,5359.464,2018.1315
2703,9705,2771,1323,901.9098,5307.4692,1998.8001
2704,9597,2740,1308,864.5802,5086.4913,1915.4751
2705,9638,2753,1314,820.2513,4826.5173,1817.4849
2706,9752,2785,1329,725.2608,4267.5732,1607.1726
2707,9732,2780,1327,603.9396,3552.978,1337.8662
2708,9838,2810,1341,460.2873,2708.3958,1019.898
2709,9811,2802,1338,349.965,2058.4608,775.2558
2710,9119,2604,1243,243.9756,1434.8565,540.2793
2711,8183,2337,1116,150.9849,888.9111,334.6332
2712,7329,2093,999,89.3244,524.9475,197.6469
2713,6780,1936,924,82.9917,488.9511,184.3149
2714,6519,1862,888,59.994,353.298,132.9867
2715,6377,1821,869,55.3278,325.9674,122.6544
2716,6350,1813,866,81.9918,482.2851,181.6485
2717,6542,1868,892,147.6519,869.5797,327.3006
2718,7181,2051,979,242.3091,1426.524,537.2796
2719,8243,2354,1124,365.9634,2153.4513,810.9189
2720,9045,2583,1233,499.95,2941.3725,1107.5559
2721,9303,2657,1268,631.6035,3715.6284,1399.1934
2722,9450,2699,1288,700.5966,4123.2543,1552.8447
2723,9554,2729,1302,722.5944,4252.2414,1601.5065
2724,9546,2726,1302,753.9246,4435.5564,1670.4996
2725,9473,2705,1292,802.2531,4720.8612,1777.8222
2726,9439,2695,1287,838.2495,4931.5068,1857.1476
2727,9335,2666,1272,877.2456,5162.4837,1944.1389
2728,9235,2638,1259,899.2434,5291.4708,1992.8007
2729,9250,2642,1261,855.5811,5033.4966,1895.4771
2730,9308,2658,1269,774.5892,4557.8775,1716.495
2731,9325,2663,1272,642.9357,3783.6216,1424.8575
2732,9589,2739,1308,497.6169,2927.7072,1102.5564
2733,9834,2809,1341,379.962,2234.7765,841.5825
2734,9223,2634,1257,294.3039,1732.1601,652.2681
2735,8266,2360,1127,206.646,1215.8784,457.9542
2736,7403,2114,1010,131.6535,774.2559,291.6375
2737,6846,1955,934,56.3277,330.6336,124.6542
2738,6563,1874,894,41.3292,242.6424,91.3242
2739,6434,1838,877,57.9942,341.6325,128.6538
2740,6396,1827,872,134.9865,793.9206,298.9701
2741,6607,1887,901,290.3043,1708.8291,643.6023
2742,7258,2073,989,466.62,2745.3921,1033.8966
2743,8321,2376,1135,577.2756,3395.6604,1278.8721
2744,9055,2586,1235,661.6005,3891.9441,1465.5201
2745,9248,2641,1261,696.9303,4101.5898,1544.5122
2746,9365,2675,1277,666.9333,3924.9408,1478.1855
2747,9445,2697,1288,663.267,3902.943,1469.853
2748,9476,2706,1292,687.5979,4046.262,1523.8476
2749,9431,2693,1286,730.9269,4299.9033,1619.1714
2750,9411,2688,1283,758.9241,4465.2201,1681.4985
2751,9284,2651,1266,820.5846,4829.1837,1818.4848
2752,9200,2627,1254,871.2462,5126.8206,1930.8069
2753,9217,2632,1257,846.9153,4983.5016,1876.8123
2754,9275,2649,1265,796.2537,4685.8647,1764.4902
2755,9314,2659,1270,655.9344,3858.9474,1453.188
2756,9529,2721,1299,481.6185,2833.3833,1067.2266
2757,9704,2771,1322,348.6318,2050.7949,772.2561
2758,9135,2609,1246,262.3071,1543.5123,581.2752
2759,8240,2354,1123,155.6511,915.2418,344.6322
2760,7404,2114,1010,87.9912,518.2815,194.9805
2761,6841,1953,933,58.6608,345.2988,129.987
2762,6546,1869,893,42.9957,253.308,95.3238
2763,6427,1835,876,60.6606,356.9643,134.3199
2764,6427,1835,876,140.9859,828.9171,311.9688
2765,6632,1894,904,303.303,1784.4882,671.9328
2766,7306,2087,996,487.2846,2866.38,1079.5587
2767,8374,2392,1141,602.6064,3545.6454,1335.1998
2768,9114,2603,1242,690.5976,4063.5936,1530.1803
2769,9313,2659,1270,727.9272,4282.2384,1612.8387
2770,9396,2684,1281,696.597,4098.2568,1543.179
2771,9470,2704,1291,692.5974,4075.2591,1534.5132
2772,9511,2716,1297,717.9282,4224.9108,1591.1742
2773,9475,2706,1292,762.9237,4489.551,1690.8309
2774,9481,2708,1292,792.2541,4662.2004,1755.8244
2775,9380,2679,1279,856.9143,5042.1624,1898.8101
2776,9301,2656,1268,909.909,5353.1313,2015.7984
2777,9388,2681,1280,884.2449,5203.4796,1959.4707
2778,9586,2738,1307,831.5835,4892.5107,1842.4824
2779,9647,2755,1315,684.5982,4029.2637,1517.1816
2780,9786,2795,1334,502.9497,2958.3708,1114.2219
2781,9784,2794,1334,363.9636,2141.1192,806.2527
2782,9146,2612,1247,273.9726,1611.5055,606.9393
2783,8222,2348,1120,162.3171,955.5711,359.964
2784,7374,2106,1005,91.9908,540.9459,203.6463
2785,6808,1944,928,61.9938,364.9635,137.3196
2786,6500,1856,886,45.3288,267.6399,100.6566
2787,6337,1810,863,63.9936,376.9623,141.9858
2788,6299,1798,858,148.6518,875.5791,329.6337
2789,6456,1843,880,320.3013,1884.8115,709.929
2790,7064,2018,963,514.6152,3028.0305,1140.2193
2791,8119,2319,1106,636.603,3745.2921,1410.5256
2792,8944,2555,1219,729.5937,4292.5707,1616.505
2793,9257,2644,1262,768.9231,4523.5476,1703.4963
2794,9407,2687,1282,735.5931,4329.2337,1630.1703
2795,9502,2714,1296,731.5935,4304.9028,1621.1712
2796,9483,2708,1292,758.5908,4462.887,1680.4986
2797,9385,2680,1279,805.9194,4742.5257,1785.8214
2798,9325,2663,1272,836.9163,4924.8408,1854.8145
2799,9177,2621,1251,905.2428,5326.134,2005.7994
2800,9030,2579,1231,960.9039,5654.4345,2129.4537
2801,8992,2568,1226,934.2399,5496.4503,2069.793
2802,8973,2563,1223,878.2455,5168.1498,1946.1387
2803,8944,2555,1219,723.261,4256.241,1602.8397
2804,9191,2625,1253,531.2802,3125.3541,1176.8823
2805,9489,2710,1293,384.2949,2261.7738,851.9148
2806,9078,2593,1237,289.3044,1702.4964,641.2692
2807,8354,2386,1139,171.6495,1009.2324,379.962
2808,7594,2169,1035,96.9903,571.6095,215.3118
2809,7027,2007,958,95.3238,561.6105,211.6455
2810,6707,1915,914,67.3266,396.2937,149.3184
2811,6558,1873,894,65.3268,383.6283,144.6522
2812,6503,1857,886,91.3242,538.2795,202.6464
2813,6590,1883,899,169.6497,998.2335,375.9624
2814,6823,1948,930,278.6388,1639.1694,617.2716
2815,7156,2044,975,422.9577,2488.7511,937.2396
2816,7814,2232,1065,574.6092,3379.9953,1272.8727
2817,8360,2388,1140,728.2605,4285.2381,1613.8386
2818,8647,2469,1179,806.586,4745.5254,1787.1546
2819,8695,2483,1186,832.5834,4899.8433,1845.1488
2820,8627,2464,1176,870.9129,5123.8209,1929.4737
2821,8476,2420,1156,925.2408,5444.7888,2050.4616
2822,8298,2369,1131,965.9034,5682.765,2140.1193
2823,8138,2324,1110,1013.232,5962.0704,2245.1088
2824,8042,2297,1096,1039.5627,6116.3883,2303.4363
2825,8087,2309,1102,987.9012,5812.0854,2188.7811
2826,8203,2343,1118,893.5773,5257.1409,1979.802
2827,8278,2364,1129,742.5924,4368.5631,1645.1688
2828,8497,2427,1158,577.2756,3396.6603,1279.2054
2829,8824,2520,1203,440.6226,2591.7408,975.9024
2830,8473,2419,1155,343.9656,2023.131,761.9238
2831,7862,2245,1072,239.976,1412.5254,531.9468
2832,7216,2061,984,155.3178,913.5753,343.9656
2833,6678,1908,910,95.9904,565.2768,212.9787
2834,6379,1822,869,123.6543,727.2606,273.9726
2835,6231,1779,849,45.3288,266.3067,100.3233
2836,6183,1766,843,70.6596,415.9584,156.651
2837,6226,1778,848,131.9868,776.9223,292.6374
2838,6358,1816,867,216.645,1274.8725,479.952
2839,6566,1875,895,330.9669,1947.1386,733.26
2840,7057,2015,962,468.6198,2756.391,1038.2295
2841,7611,2174,1037,612.2721,3602.973,1356.8643
2842,8009,2287,1092,787.9212,4636.5363,1746.1587
2843,8176,2335,1115,900.2433,5296.4703,1994.4672
2844,8248,2355,1125,923.241,5433.4566,2046.1287
2845,8210,2344,1119,919.2414,5408.4591,2036.7963
2846,8101,2314,1105,891.5775,5246.4753,1975.8024
2847,7983,2280,1088,872.5794,5134.4865,1933.4733
2848,7964,2274,1085,834.5832,4910.5089,1849.1484
2849,8083,2309,1102,794.2539,4673.8659,1760.1573
2850,8309,2373,1133,711.9288,4188.2478,1577.1756
2851,8451,2414,1152,612.2721,3602.973,1356.8643
2852,8721,2491,1189,489.6177,2881.0452,1084.8915
2853,9116,2604,1242,390.2943,2295.7704,864.5802
2854,8590,2453,1171,303.303,1785.4881,672.2661
2855,7786,2224,1061,218.6448,1287.2046,484.9515
2856,7052,2014,961,148.9851,876.579,329.967
2857,6583,1880,898,53.9946,316.9683,119.3214
2858,6346,1813,865,40.6626,238.9761,89.991
2859,6259,1788,853,58.3275,342.9657,129.3204
2860,6291,1797,858,133.32,784.9215,295.6371
2861,6536,1867,891,274.6392,1616.505,608.9391
2862,7230,2065,985,446.9553,2630.4036,990.5676
2863,8393,2397,1144,559.6107,3293.004,1240.2093
2864,9173,2620,1251,641.2692,3773.9559,1421.1912
2865,9327,2664,1272,674.5992,3968.9364,1494.5172
2866,9413,2689,1283,714.2619,4202.913,1582.8417
2867,9479,2707,1292,846.9153,4982.5017,1876.479
2868,9472,2705,1292,901.9098,5307.4692,1998.8001
2869,9405,2686,1282,928.5738,5463.4536,2057.4609
2870,9386,2680,1280,910.9089,5359.464,2018.1315
2871,9285,2651,1266,901.9098,5307.4692,1998.8001
2872,9188,2625,1252,864.5802,5086.4913,1915.4751
2873,9181,2622,1252,820.2513,4826.5173,1817.4849
2874,9244,2640,1260,725.2608,4267.5732,1607.1726
2875,9319,2661,1271,603.9396,3552.978,1337.8662
2876,9578,2735,1306,460.2873,2708.3958,1019.898
2877,9769,2790,1332,349.965,2058.4608,775.2558
2878,9077,2592,1237,243.9756,1434.8565,540.2793
2879,8118,2319,1106,150.9849,888.9111,334.6332
2880,7258,2073,989,89.3244,524.9475,197.6469
2881,6709,1916,914,82.9917,488.9511,184.3149
2882,6451,1843,879,59.994,353.298,132.9867
2883,6313,1803,860,55.3278,325.9674,122.6544
2884,6280,1793,856,81.9918,482.2851,181.6485
2885,6440,1839,878,147.6519,869.5797,327.3006
2886,7103,2028,968,242.3091,1426.524,537.2796
2887,8260,2359,1126,365.9634,2153.4513,810.9189
2888,9180,2622,1252,499.95,2941.3725,1107.5559
2889,9544,2725,1301,631.6035,3715.6284,1399.1934
2890,9773,2791,1332,700.5966,4123.2543,1552.8447
2891,9907,2830,1351,722.5944,4252.2414,1601.5065
2892,10041,2868,1369,753.9246,4435.5564,1670.4996
2893,10019,2861,1366,802.2531,4720.8612,1777.8222
2894,9939,2839,1355,838.2495,4931.5068,1857.1476
2895,9828,2807,1340,877.2456,5162.4837,1944.1389
2896,9744,2783,1328,899.2434,5291.4708,1992.8007
2897,9809,2801,1338,855.5811,5033.4966,1895.4771
2898,9948,2841,1356,774.5892,4557.8775,1716.495
2899,9948,2841,1356,642.9357,3783.6216,1424.8575
2900,10011,2859,1365,497.6169,2927.7072,1102.5564
2901,10004,2857,1364,379.962,2234.7765,841.5825
2902,9333,2665,1272,294.3039,1732.1601,652.2681
2903,8343,2383,1137,206.646,1215.8784,457.9542
2904,7472,2134,1019,131.6535,774.2559,291.6375
2905,6901,1971,941,56.3277,330.6336,124.6542
2906,6596,1884,899,41.3292,242.6424,91.3242
2907,6443,1840,878,57.9942,341.6325,128.6538
2908,6407,1830,873,134.9865,793.9206,298.9701
2909,6579,1878,897,290.3043,1708.8291,643.6023
2910,7221,2063,984,466.62,2745.3921,1033.8966
2911,8370,2390,1141,577.2756,3395.6604,1278.8721
2912,9232,2636,1258,661.6005,3891.9441,1465.5201
2913,9484,2709,1292,696.9303,4101.5898,1544.5122
2914,9630,2750,1312,666.9333,3924.9408,1478.1855
2915,9749,2784,1329,663.267,3902.943,1469.853
2916,9754,2785,1330,687.5979,4046.262,1523.8476
2917,9685,2765,1320,730.9269,4299.9033,1619.1714
2918,9652,2756,1316,758.9241,4465.2201,1681.4985
2919,9539,2725,1301,820.5846,4829.1837,1818.4848
2920,9443,2697,1288,871.2462,5126.8206,1930.8069
2921,9476,2706,1292,846.9153,4983.5016,1876.8123
2922,9590,2739,1308,796.2537,4685.8647,1764.4902
2923,9674,2763,1319,655.9344,3858.9474,1453.188
2924,9848,2812,1343,481.6185,2833.3833,1067.2266
2925,9917,2832,1352,348.6318,2050.7949,772.2561
2926,9286,2652,1266,262.3071,1543.5123,581.2752
2927,8311,2374,1133,155.6511,915.2418,344.6322
2928,7439,2124,1014,87.9912,518.2815,194.9805
2929,6861,1959,935,58.6608,345.2988,129.987
2930,6565,1874,895,42.9957,253.308,95.3238
2931,6405,1829,873,60.6606,356.9643,134.3199
2932,6366,1818,868,140.9859,828.9171,311.9688
2933,6544,1869,892,303.303,1784.4882,671.9328
2934,7180,2051,979,487.2846,2866.38,1079.5587
2935,8344,2383,1137,602.6064,3545.6454,1335.1998
2936,9230,2636,1258,690.5976,4063.5936,1530.1803
